,QC_neg_1.mzdata,QC_neg_2.mzdata,QC_neg_3.mzdata,QC_neg_4.mzdata,QC_neg_5.mzdata,QC_neg_6.mzdata,QC_neg_7.mzdata,QC_neg_8.mzdata,QC_neg_9.mzdata,neg_1.mzdata,neg_2.mzdata,neg_3.mzdata,neg_4.mzdata,neg_5.mzdata,neg_6.mzdata,neg_7.mzdata,neg_8.mzdata,neg_9.mzdata,neg_10.mzdata,neg_11.mzdata,neg_12.mzdata,neg_13.mzdata,neg_14.mzdata,neg_15.mzdata,neg_16.mzdata,neg_17.mzdata,neg_18.mzdata,neg_19.mzdata,neg_20.mzdata,neg_21.mzdata,neg_22.mzdata,neg_23.mzdata,neg_24.mzdata,neg_25.mzdata,neg_26.mzdata,neg_27.mzdata,neg_28.mzdata,neg_29.mzdata,neg_30.mzdata,neg_31.mzdata,neg_32.mzdata,neg_33.mzdata,neg_34.mzdata,neg_35.mzdata,neg_36.mzdata,neg_37.mzdata,neg_38.mzdata,neg_39.mzdata,neg_40.mzdata,neg_41.mzdata,neg_42.mzdata,neg_43.mzdata,neg_44.mzdata,neg_45.mzdata,neg_46.2.mzdata,neg_47.mzdata,neg_48.mzdata,neg_49.mzdata,neg_50.mzdata,neg_51.mzdata,neg_52.mzdata,neg_53.mzdata,neg_54.mzdata,neg_55.mzdata,neg_56.mzdata,neg_57.mzdata,neg_58.mzdata,neg_59.mzdata,neg_60.mzdata,neg_61.mzdata,neg_62.mzdata,neg_63.mzdata,neg_64.mzdata,neg_65.mzdata,neg_66.mzdata,neg_67.mzdata,neg_68.mzdata,neg_69.mzdata,neg_70.mzdata,neg_71.mzdata,neg_72.mzdata,neg_73.mzdata,neg_74.mzdata,neg_75.mzdata,neg_76.mzdata,neg_77.mzdata,neg_78.mzdata,neg_79.mzdata,neg_80.mzdata,neg_81.mzdata,neg_82.mzdata,neg_83.mzdata,neg_84.mzdata,neg_85.mzdata,neg_86.mzdata,neg_87.mzdata,neg_88.mzdata,neg_89.mzdata,neg_90.mzdata,neg_91.mzdata,neg_92.mzdata,neg_93.mzdata
mz21,10088.16577,9398.569911,13427.69591,15736.84229,18146.78865,22185.16473,37678.52531,40412.95974,49944.59303,1559.233841,223.0926527,202.1685931,217.7041683,569.7033117,0,970.7080707,1782.627044,1564.747927,599.7140235,1336.408908,1170.194842,184.3048717,0,1056.626098,1615.030275,1032.468108,955.3608113,0,2244.076657,1708.368849,1642.409648,126.5654847,625.5562317,652.8448811,513.4440979,0,0,985.8440795,107.1993729,104.1058103,116.745052,156.859866,313.3053387,0,144.4227121,232.368732,1028.735899,1022.808068,242.4550693,0,392.7603402,0,0,285.0627246,937.3291222,353.314569,210.402941,312.9240692,571.0409478,0,726.0616244,2041.59798,1466.028743,1072.077419,146.777779,0,231.4230185,400.062702,415.7489126,2231.068718,474.3744436,586.7152297,137.6765505,736.6384043,285.9808685,171.9645521,495.2708419,1114.652962,390.4619184,713.68641,977.663264,0,563.6043232,338.2275823,1958.42097,1351.572762,422.4214647,457.0188115,0,322.6256773,218.4838155,394.054985,600.4672501,449.2372842,236.0200638,151.807877,449.9230849,0,474.674625,800.3975487,805.2032317,188.6731785
mz22,57406.1668,116723.24,86450.86926,126923.3369,229833.7101,258807.2739,281080.4472,130460.8243,306977.5162,6499.600588,6347.41394,16147.17536,17708.8771,5018.28831,14012.94463,17236.81279,15652.79169,16252.48063,24230.63583,18545.3631,14342.72141,45639.76775,23194.21128,26173.52866,24488.42721,12823.72489,17691.90012,25324.42462,16997.26352,18252.68478,20072.10432,18223.64961,15498.72927,8023.550136,10023.74566,9330.980508,5608.004104,9116.529988,5898.137603,5330.412733,5226.949721,5187.777731,3392.030269,8067.03258,8811.099031,6844.799406,20147.15497,4953.412508,5407.894215,5267.147185,5790.752563,21665.24124,8070.760542,27068.78143,4234.834158,7618.641495,12703.34213,3807.13364,9313.766783,9815.374074,6506.794581,17631.0256,9621.018522,20246.47984,23190.31177,15207.72945,12673.20119,56131.15876,23646.11278,35241.55208,36890.80667,19055.54141,24504.87798,32314.6914,12981.15881,14807.05419,28399.46755,20954.4668,59173.83873,40547.99141,11824.37332,38049.64184,42456.82006,35450.24822,57985.12763,59038.4517,38248.47128,12752.17918,28127.76934,6778.845092,26600.54986,21134.81986,38280.21595,21965.35636,19106.4881,24760.7537,14373.17883,41035.79591,9293.604306,12601.55786,18277.13865,20606.10804
mz23,6378.220516,5338.82291,8301.388599,5781.687137,6508.742813,15346.3659,23744.73924,20354.05008,6091.125813,0,0,0,0,0,0,0,0,281.8804636,441.2861366,959.7767133,230.8216297,0,459.5889862,358.4141549,0,0,0,385.5743757,267.5167829,0,139.6752221,706.9945531,0,0,0,114.4730357,1271.173533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.9416205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938.8120365,0,0,471.650384,0,499.5463355,360.2976222,0,0,0,343.3698556,0,640.7131809,0,0,0,0,154.1547679,124.7375382,270.1120607,0,0,0,0,0,0,153.8033585,0,0
mz24,3279.695365,3437.424099,3474.80312,4327.249219,3634.362224,5453.989058,10673.3182,12870.3007,13578.29201,745.7493968,129.7928332,0,0,0,136.1879637,245.6816699,408.4952205,563.2866854,0,279.4411536,487.2815942,0,0,231.6788151,476.8995826,0,263.507107,0,731.2303819,272.2650849,695.4300209,0,0,0,107.9031354,0,0,0,0,0,0,0,0,0,121.0889237,0,111.318657,0,0,0,0,0,0,0,99.57805293,0,0,113.3758772,0,0,419.2016813,0,454.187323,216.9288395,0,112.6312681,0,138.8517182,261.8895735,894.1738349,113.2354897,106.3392273,0,0,0,0,0,274.6241679,146.4104319,0,129.5113363,0,0,0,621.7147634,0,0,134.6982288,0,139.6735047,108.5582946,0,0,272.4489766,0,147.5151048,0,0,0,108.3779364,287.3000595,0
mz25,71640.46515,44649.65973,66652.94673,39520.53407,56028.79916,42738.58106,60317.24904,64620.24869,65774.13403,1747.459455,1336.107499,4953.48079,3434.407668,5527.126547,23432.6188,8179.21856,4270.420671,2543.381595,6066.730509,8095.416752,3589.516935,19528.1693,5074.958314,9697.900395,8233.387923,6912.064121,10857.92659,3558.284896,4191.714334,8754.52087,5572.004704,5745.068753,9125.861214,4540.929713,2554.912507,319.4663988,0,549.0680587,1132.237236,618.5747661,859.6832693,1540.027295,330.0448166,985.5679246,2188.038234,696.7454202,4360.044704,1884.253543,429.4898205,625.5406865,786.2139129,3513.406335,384.5886694,3161.689399,1661.003686,1394.567511,1952.509718,184.0816882,0,2311.604573,106.3310744,2622.889016,467.2247348,2662.942441,16546.89543,6160.839191,1891.956966,18717.53218,9494.858102,21850.72838,23021.79387,13190.56044,9267.987293,17603.12347,4555.15236,1326.962793,9072.295647,5070.781565,59068.87566,17373.15863,2436.403607,13690.72663,14844.50936,11305.96629,18807.8474,32413.86807,25914.37145,3757.332829,7052.368992,8197.674737,6790.703078,6278.882562,14945.17754,22534.829,11963.95384,23159.72901,4844.82609,17103.87533,2853.983277,11337.90007,12250.68034,12376.02064
mz26,598295.9397,646230.5483,615773.1328,609314.0641,611565.5379,569632.7778,383933.3586,370231.9236,398279.3903,163465.7537,277322.4374,76004.14901,131200.2936,170668.852,175499.6473,148263.4925,275201.6541,279506.7701,195498.791,94444.65547,161329.5162,145658.5509,115057.3008,145645.8835,121728.2225,252888.2617,236375.0266,85797.65083,183340.6697,104209.6708,106447.6468,173325.5992,140943.6888,146175.8341,99939.60899,8142.623222,49581.27855,14765.58028,21366.752,44035.95162,41207.06942,27105.78831,36453.03337,16690.17819,13573.03853,31317.76107,17873.26087,40718.9706,50568.12483,35032.44872,34763.28089,9549.889187,22913.96201,12775.7861,19629.84988,27396.16264,38823.27518,47236.87344,53541.66565,18687.59734,34611.75229,29850.04897,23638.11443,12378.28863,39916.5876,39866.594,14139.22898,183206.682,151734.7393,235756.8588,152221.5313,416971.2957,200930.0651,176030.7154,191217.7276,20302.82164,102319.3077,214143.1167,80250.44387,162053.5854,48700.31074,64122.10737,6317.822363,102492.0354,12597.73639,74240.1003,129552.5904,21567.83909,58969.11214,7049.11043,117978.4324,31436.41426,54878.30553,52802.42034,41090.29669,115880.4568,10575.46585,65288.35842,35415.67109,102784.4971,112237.075,173398.7925
mz27,19570.85546,21962.88344,15646.49808,20098.84937,9221.413783,10153.20375,16652.87261,11659.54634,11096.70754,0,0,1299.26814,710.0903138,665.8147242,3953.839754,1325.399819,0,836.6611797,2251.250025,1059.632638,1134.043279,3979.278386,2387.219308,2204.479519,875.0829107,107.228246,408.2203214,3528.49588,906.4180523,586.3854312,2403.720165,2231.213465,954.5454748,0,0,1657.772102,0,0,167.5900594,205.4213866,0,0,0,152.7745744,143.4024254,109.2714294,887.1724253,0,0,145.3710222,106.7160828,1896.154361,224.3958258,2653.777315,1626.44183,208.7340273,104.568509,109.312114,406.6297615,558.711379,122.2238437,925.4901463,124.4163313,1043.187863,1004.904483,503.9300522,0,7066.788061,1086.726036,1513.784209,2013.573729,113.7553749,2255.857797,1573.315354,91.88683762,682.6299393,1672.226561,834.2921095,20645.13866,3163.775968,147.0888103,1288.858073,4175.575418,3194.762893,5556.116855,9041.531494,1087.856859,254.1217945,1053.838358,2044.254794,0,1313.68655,2989.321705,1312.809014,402.075686,360.6347186,0,3988.33007,243.2995081,2911.53,0,0
mz28,134737.5011,140092.5093,143335.9977,131218.3513,132556.755,126580.8309,85675.36431,69080.20061,84019.34034,36823.62864,61432.91453,18028.96902,30117.61848,36419.62099,41951.24074,32884.8083,62308.79373,63584.65627,39210.13177,15566.53555,39069.69487,33507.54632,24826.34918,24501.05485,15747.76654,59867.03905,44442.61283,16385.7269,40979.39943,54898.7605,21236.03095,36323.35606,28949.72257,21594.77205,13123.22153,765.7314878,19827.8101,5744.261487,6382.549894,1949.341697,3284.245881,2375.032554,1467.755335,1036.792376,1925.078835,1592.134349,2572.479218,1154.193583,1145.3427,397.7103991,1233.727003,5783.54861,685.8906538,3613.991282,3055.607765,2949.522702,1235.288201,807.5646394,5796.311584,5278.864373,1927.102384,8325.983492,2729.942459,5088.488037,5067.248559,2790.486764,4769.799362,39077.58847,21508.22836,46648.20748,44592.91403,97456.3802,45495.02001,19901.78807,40670.19629,4639.637622,15734.33342,34440.50819,13911.58405,30438.28188,6091.603883,20759.06032,4568.881502,21651.5246,6668.964882,17312.1456,20804.17366,3820.880266,9266.41396,3260.227617,26983.45883,3734.402076,13111.19836,28328.26751,3767.447746,26023.65025,8476.639746,18483.8915,3660.224066,25378.14387,12761.86745,39213.53531
mz29,18834.83455,20413.42178,19458.30105,19904.52633,20836.34916,22373.7582,22474.80136,21280.55986,20857.20117,2122.787343,3141.188054,4740.252756,6918.948815,6358.207116,7736.02429,3788.773494,3448.288609,5640.516901,7360.502813,3836.514813,3219.49953,7631.485439,2559.44488,7833.586291,3895.817991,4940.463973,8564.887918,3097.982012,4060.112465,6681.521525,3186.768978,4866.683008,3786.08443,3323.46053,2894.54022,5819.628891,7967.095731,4297.62912,986.0032676,1126.663624,3064.674535,1015.423686,1385.619611,2767.897331,2762.939376,1984.093623,1451.807811,1186.690511,2326.750989,1464.507433,7292.975274,0,3903.485121,3054.887207,3147.461381,1089.026275,2531.159165,1018.449338,2342.058535,1289.32374,2255.531262,3265.094117,2928.083384,3928.312447,4796.501939,5469.184593,3851.668602,10316.81712,11113.68536,11174.95715,11445.01519,8905.68216,7914.989063,12044.98969,6572.813027,4813.613323,11028.7533,13639.93333,10295.75528,10380.35914,5064.697932,13253.08078,2669.06829,8841.116562,6813.466877,8148.157682,9887.257828,5108.12777,3852.998126,4021.457813,7286.770102,7509.730748,5898.728534,9664.551389,6329.724839,10865.83818,5463.56695,13424.0022,7453.353867,7334.325234,3851.799483,5048.363963
mz30,46042.06797,26966.99229,22971.5398,26511.51717,31244.74521,36099.7523,35126.64698,32612.8925,39858.33057,0,0,0,220.3354787,0,6256.629301,664.0836869,0,0,207.1438905,254.9567315,0,2293.681563,717.8058508,351.1119933,625.5866979,0,0,625.0427088,0,112.7488865,279.2958608,130.0899789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.4781758,0,0,0,0,0,0,0,0,0,0,0,0,0,839.7896314,0,0,7037.032434,523.1709946,5052.743597,5017.107802,1732.849936,1226.134594,4998.562611,498.5394999,241.7676511,3417.768636,1612.431767,60674.63863,6331.460829,0,2491.137362,2651.150685,4196.369685,2942.683454,13502.58702,7531.810701,410.730507,3289.708745,1849.498613,2239.10067,2287.163312,6530.418767,2535.037736,415.5129797,3130.077751,0,6291.360822,0,2251.396189,1011.299323,4040.57863
mz31,36276.58265,39843.35256,53778.84611,70525.75664,69515.36578,56483.26433,40503.62914,56983.72839,59443.97367,4056.659332,6025.542787,9022.973555,15299.24787,18803.06832,13897.88325,8290.209642,4198.752363,21349.30343,18215.08537,26581.58446,23501.11342,9659.935547,20102.25855,29937.68937,7736.491048,12101.82024,22694.42812,31140.31959,8414.891719,26256.99612,10720.73797,8720.838281,8121.375671,11133.77648,7475.351733,2151.61234,2959.259263,3639.947176,4307.870636,1247.428057,3898.636491,1574.096265,2434.282397,1263.46127,3401.76891,1347.124522,668.2587984,2194.589678,2928.437871,1994.268429,1779.757424,9391.735948,2199.081877,5767.680589,1581.042249,7144.404623,3735.06001,3257.174612,4401.499522,6675.423929,4567.920276,8889.159854,5007.051135,5845.824209,6052.901971,3493.906758,5294.789498,28717.51097,17299.06499,4908.907969,17577.52382,13154.65318,12176.32697,32018.51037,22394.46452,6587.880238,20834.47568,35903.63212,8248.833442,17053.07204,6443.400225,39738.27767,3055.737459,27981.97054,5826.45537,16860.6184,15697.72724,6920.026803,20197.04251,6449.009692,18188.81702,7018.915965,19728.2188,10809.67416,7597.497584,13080.76118,3313.550596,9987.43778,4510.789148,17355.49588,16948.04439,12039.53343
mz32,13337.24425,12774.36588,12321.06413,16083.09363,16651.00034,17150.61559,15951.91903,16069.22063,17600.95107,998.150925,3775.697392,4244.580855,4656.034279,4940.271104,6749.353518,3317.328611,2920.242716,4117.2407,5292.363867,2203.484163,2353.756208,4999.907162,2753.598248,5316.106107,2095.044545,3503.900206,5320.729542,2110.406993,3251.873263,5153.621702,2481.235952,4178.97803,2769.7994,4210.276416,2391.479355,682.1043371,496.4532287,2444.507036,169.7653012,732.8928649,2940.743445,130.5558254,218.9453247,409.111788,1842.182086,831.1706695,610.6099304,156.9355532,1051.971847,1014.199756,407.2269536,0,933.7166085,2966.249334,2124.681319,0,780.3592426,2902.109442,1695.37013,634.0953677,1025.461866,2048.500759,797.2801054,1759.805197,2998.156459,3384.066512,2323.626264,7331.968417,8792.934138,7626.093984,7632.707344,6510.409453,7104.317402,9377.030289,5818.562304,2478.457291,6658.970654,9229.41766,6888.23118,7556.818449,4077.232939,10399.75793,1997.083103,3878.516162,4575.465586,7159.429983,6186.027257,4526.557743,7815.691641,3292.565085,5556.684337,5420.32702,4284.829662,7054.561494,4111.657905,10603.61087,2776.12443,8604.18908,4826.572646,5942.28408,4577.47497,7371.585315
mz33,227264.4715,331372.7123,207101.6623,353291.1285,297212.0482,381264.2469,392159.7835,395489.3663,391762.4904,58737.19432,6669.485618,75873.5139,62087.12746,23409.61677,209300.441,77526.48683,39585.15954,37223.4675,70673.55747,34684.45883,67476.51865,56873.69941,64699.36503,23986.74608,51471.16312,47062.92457,10101.37094,32806.46278,71879.47736,11266.03767,35307.83959,14909.26523,67141.73338,56822.23956,29872.59045,32066.98381,32027.13649,9415.776577,8833.607106,14458.8399,38160.55018,31412.27705,30253.09937,6896.799569,36744.34802,4439.604015,29411.29361,32751.15803,13063.46384,33587.9729,35939.72817,7260.571134,11389.99539,21411.61573,23731.12202,10831.27675,21342.07052,26584.71674,3023.44998,22708.0542,33328.13899,15873.5949,22246.67804,14965.85672,65952.67999,73769.79507,36147.66518,32981.68124,59374.70652,137596.1037,92201.73072,107707.1962,47023.81453,166326.6484,102650.4538,35772.50524,84037.88271,12852.92295,328169.8949,188028.7701,10121.14547,124113.5762,59305.52949,184461.0357,93113.99457,186449.8519,239529.1773,97711.20426,101378.2872,93684.63983,39692.46328,97005.09947,233065.8507,86966.29882,118846.9307,84865.95068,49669.77305,154946.1021,13505.2489,141124.4075,62022.58913,192165.7485
mz34,12828.41791,10650.33268,15876.5237,18344.1297,19116.7561,33460.39143,24740.39581,27175.29742,29324.82145,0,118.381296,3786.172013,2724.465153,123.6544865,8157.820612,1838.021506,912.3991017,975.3468217,1533.378826,1341.710111,200.0523726,3703.336294,3720.983652,2208.356419,3559.954501,150.5823594,0,3790.108066,1506.442879,0,4192.408405,2152.318143,807.6548048,0,0,181.7655126,0,0,589.9541064,408.7469968,0,0,0,0,479.7693712,0,117.5303875,0,248.7041448,932.7681422,0,4252.220689,0,1676.968071,1829.206159,656.271285,0,477.4166096,457.9040564,1473.729455,0,322.5550772,1648.959799,2493.687315,6159.75748,1199.373096,387.9870363,12174.89211,0,2622.934151,848.0781914,1609.045032,4527.234484,3471.036548,3251.695176,2621.022271,5794.302015,2848.851811,20411.77077,5921.566781,1780.668136,3513.508646,6243.746112,7455.848115,4442.613164,16934.6919,8915.481272,1151.071719,9040.642902,6893.134076,4883.380923,6758.936101,17927.88013,1337.355582,3118.236866,2832.642942,0,9035.905089,0,5124.598061,224.0004422,5173.536309
mz35,781627.9105,805198.5326,879195.1753,903641.5859,916650.0169,900940.8193,799546.1206,809295.3981,923112.9307,70939.12576,57940.64457,131258.9661,124104.495,114613.4994,452145.4966,179959.9175,137039.1541,93441.28089,172622.1246,207797.5453,71775.79706,466516.2584,164071.7362,214540.7994,303209.7915,164851.8735,189680.1104,186877.2573,124324.9255,260066.7009,202830.7981,153949.092,132461.422,92403.76692,122594.1704,18931.91966,4311.960088,72011.56401,42432.36177,37895.88367,58351.01747,28669.63323,10499.54387,85098.10315,58909.63112,35080.40769,162359.1687,29512.09033,28661.6601,24905.71726,17031.82854,198440.2379,34664.15619,171005.8783,110643.3321,56447.54973,62516.24372,21076.06025,22178.0781,78713.24769,21709.66637,107826.1282,41893.24997,193824.6833,225374.5648,99179.16945,134548.0228,410224.7154,122806.987,230940.1539,781150.9462,136912.2179,193611.0776,365303.4594,104983.8637,97234.96089,155001.0028,320923.1604,1115421.811,225796.8184,111562.0845,234093.0787,368069.6589,263574.3263,442196.2922,625478.4794,417544.2167,139816.7963,210591.4727,186641.2912,163906.5727,164273.0414,280875.1685,341344.044,283167.0293,364710.4889,125038.0092,252952.7083,51784.88344,199397.7006,229032.3402,269708.1538
mz36,0,253.6888816,2110.271279,1341.93296,2490.080332,3475.794727,7226.762783,7484.975649,6631.758421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.8897291,0,235.2028303,870.8995142,0,0,0,0,0,0,853.1608878,0,0,0,270.5668671,0,1374.668121,0,0,0,0,249.4236192,0,0,0,0
mz37,127076.9712,98290.08657,109474.4435,118136.2126,123350.0463,118387.9196,106390.8529,105733.0157,115096.864,2885.350757,5663.393817,14996.19322,21924.39747,14999.1423,67687.57443,23448.81501,18353.32141,9427.763817,23656.26625,11693.56732,6947.144666,62456.71054,22515.15764,29231.51345,42467.17432,10624.15406,10941.1299,25181.67182,13761.98004,24339.44807,26559.42133,22429.28134,12743.44744,12165.6045,7631.947969,2122.569899,0,2944.058467,1029.696203,1222.087575,297.2200648,4318.202043,338.075945,4619.188509,10097.81615,2364.6727,19668.50753,1868.481749,1420.753962,1835.952278,2806.265812,24707.49857,3414.517605,23402.22636,7848.094886,6518.569196,7791.342531,0,2219.21877,7790.092386,603.5744355,16175.5301,4141.817601,29215.04096,30547.47104,14989.41027,14302.67969,71093.13644,22011.01267,58451.98949,36937.24864,44226.85909,23291.0926,58921.5336,9080.960839,11564.18143,32225.77511,14806.86228,166838.133,31584.90192,18657.30674,59123.62505,39961.7789,33139.66094,65363.77411,88460.56239,59350.88765,19078.77941,29095.5805,30605.23665,17111.29285,22030.32472,38436.38955,19683.73428,40599.99665,48401.63646,9459.82916,38258.83214,6328.088027,24796.63358,25148.55375,33757.61609
mz38,13585.64234,15263.71101,14936.32239,13488.4894,12955.08682,11872.25812,7989.285833,7749.981688,8256.262324,3028.394199,1822.031522,479.4905624,1578.479602,283.868734,1352.852773,2502.065703,1719.939061,1555.558027,1948.214417,949.2671226,1631.368705,1522.487153,1729.226176,1792.032547,2907.764716,529.2523987,2743.29742,1906.646601,1323.719805,2701.939073,4926.69986,1844.814352,2033.406054,1793.862705,1268.238413,10853.77571,11222.11613,6253.585838,1868.021122,8391.261211,1343.865558,1016.844193,1117.665192,1440.297811,2337.709583,2553.325392,3125.092062,463.7352045,1344.104693,1864.955911,3448.910844,1180.070458,1278.41313,2427.323599,2367.89184,1583.870237,1054.993514,869.6412254,2632.794682,374.2921286,7395.109688,9442.52645,9122.921719,8577.527076,2292.321003,2230.738439,2128.437573,2432.05281,1749.319655,3550.683587,2398.249263,5577.737109,4640.265742,4260.290794,5717.703891,2653.470128,2858.756873,2338.137301,4035.802353,2750.158956,3702.249277,2222.759441,2443.76846,3240.180568,7403.684414,2590.668796,3148.140476,2143.863578,2735.002913,3045.717981,2168.132149,3437.983833,5482.171547,3779.190231,3288.218973,2027.167596,2397.374259,2557.743008,3164.77892,3814.142853,2209.577862,3139.125189
mz39,15726.0996,14662.59486,19261.21985,19876.14228,5104.009225,16543.87467,8992.322514,3687.059036,7645.579533,1232.387514,1716.718456,1710.271961,1943.267072,515.2471623,4424.557529,2922.887678,3230.669015,2038.818721,3340.287933,3986.541803,2967.700847,7916.890219,3763.951869,4988.624348,1662.915197,1576.736074,3673.797271,5635.914752,3496.395337,8387.560865,4624.579868,3788.067245,2253.540381,2270.513141,531.0445645,599.1517127,515.4073167,772.9289276,670.3822857,570.02588,356.0020425,277.7260416,327.4007362,0,296.3908063,477.0588014,436.1202548,160.3307154,426.401629,460.1945779,1310.912053,1448.177194,361.2729737,1667.667582,0,264.1657781,1424.919023,449.726853,1466.433744,321.6663739,1056.721414,848.1877348,365.2274083,1306.671708,779.374965,753.8741685,0,3252.460905,1788.270607,3863.194047,2446.013921,813.5201509,4238.395328,5234.017596,1819.120245,1213.489437,3347.92515,4279.185878,5969.167033,3734.456918,643.4213287,2748.420541,3213.602856,5460.085676,13631.31083,2524.872509,3200.180156,241.6675577,1616.289321,2768.613854,1858.547754,2482.372388,2328.691943,4344.900065,2131.708603,1903.939543,1203.645516,3763.888947,641.7402333,2497.508117,1628.057034,2590.672608
mz40,4768.21024,4068.795601,3962.074937,4386.283347,4561.113267,4369.360377,4648.302626,4355.17848,4794.123356,2895.353252,2839.145673,1409.636304,795.6096066,2344.3376,1555.415974,2004.488238,1552.336216,1981.389344,2630.253428,2391.144965,1789.406875,1680.671997,2946.983554,1866.203642,1973.786991,2698.536555,1800.311398,2268.465216,2794.145602,2545.854837,2845.765632,2449.121937,2045.313401,2698.837262,1551.88205,1974.892734,1877.932839,2363.169972,396.5741508,581.6034899,2618.032347,1221.968517,1968.320552,1108.980184,0,1438.25914,1890.760697,649.7774399,1266.184844,1610.518529,1657.016486,798.1617683,1798.075396,2356.925337,2054.346836,1852.73031,1732.605429,2303.062789,2032.556582,1406.400226,655.0243584,464.2085982,1354.660397,2903.54489,2728.477216,1402.182435,378.9383228,2709.633238,2309.194384,2138.819379,1130.693789,1172.933415,1493.293071,1975.298234,1816.931127,750.4212776,1697.774233,1833.127585,1594.751338,1680.913312,0,1818.603032,1107.852263,2868.929127,582.6138161,2829.093534,1951.113382,2503.840522,1545.165139,1761.335777,1372.134655,2622.567961,2963.666891,1224.355257,1783.076916,2841.591643,343.5493739,1842.373238,1994.0803,1303.615685,2734.980023,738.1899536
mz41,55017.46821,72482.21179,65147.74039,47793.88404,77083.66956,140412.9902,70880.78815,45281.18104,90592.90148,2595.993721,2976.071589,10553.8935,7138.361024,9066.879816,31821.02222,10377.91394,6012.768805,3061.305586,4189.093018,3557.818233,8023.812713,22417.6081,14235.41906,11185.32567,17003.40393,2760.868945,10388.76688,13146.29747,10537.84513,13063.51534,12830.90515,8160.367301,8330.325843,3541.217209,2041.701914,0,846.5663183,1144.84214,0,884.2463769,3097.201053,796.4482119,700.444087,2159.641745,1768.499669,0,1986.411691,1423.93501,745.4983877,341.6638979,593.7163066,7838.553549,1612.762066,6886.861757,3982.085818,1870.275112,1277.366486,694.0127788,1867.335344,1912.946252,1620.73778,3400.953468,975.0555906,7766.698491,12371.58468,5734.781919,4145.783527,27309.87979,12110.39338,26185.2991,35304.95193,24152.4038,19467.27531,28886.04833,9946.518791,3962.169961,25793.37595,11010.90234,80896.83236,40732.70584,10982.18206,20763.95989,6806.520586,40705.80297,22207.9082,61550.45578,73854.45757,6702.52144,25527.81339,13042.19665,19547.68161,15508.69733,42711.78292,20397.19041,20633.85933,29403.94298,7903.213497,32523.40737,10242.83362,21924.57157,10455.15644,19834.81859
mz42,56116.05393,48885.36771,53835.37915,56066.80565,74741.34433,77287.85252,67145.42031,65157.73944,67064.12074,4921.796638,6546.43683,21075.45888,8798.694258,8787.310034,34182.17465,6033.923113,9081.397624,10264.10167,15753.53448,6678.755579,18861.20745,34937.42617,13600.20568,12979.19696,11666.12899,9542.747539,26103.74184,7989.639116,12743.88159,31982.38472,9786.058385,5666.415014,12184.17418,1123.992602,7977.431016,6177.135807,995.7867838,5146.193014,2368.805571,5811.438352,6726.316269,3954.564472,3685.658849,6461.153037,5750.976273,2558.329408,8175.787148,3509.332559,4063.496907,4018.679319,3491.924491,5956.488092,8691.0471,5165.473688,3546.775621,4969.271965,4204.148776,1573.654838,6608.655971,3182.561906,5037.142301,6188.580845,3810.605465,10830.1773,15076.70954,5464.737305,14823.17123,46575.7673,29322.10415,78728.38042,68221.42231,37519.74181,8102.992266,23945.86436,7835.645382,9589.923366,15267.04707,4338.39702,49969.70784,8241.578306,11066.43334,11513.66829,3360.381746,35697.89151,21218.01473,39726.46483,31963.47302,8327.526161,20595.40518,4270.42528,22401.012,21568.17745,22445.20068,8919.552043,14109.22091,7872.273681,8787.54552,13161.54855,26954.01369,17302.84008,9950.078456,11086.38956
mz43,249995.4207,256548.3056,284601.2284,286562.108,294749.6763,303237.1939,258876.6273,255512.8727,291570.6822,9987.257406,19406.97901,42522.26523,40100.71882,41445.30411,148733.8881,61150.01991,47777.19366,23587.9201,53805.11213,34065.26092,22967.54874,150183.085,62478.16914,69773.39983,103262.4541,53309.50906,23771.9543,63669.04947,48459.25416,100632.2971,67471.80566,43669.26202,40931.7376,31116.73142,25771.95664,3587.919697,3385.842302,12555.95719,15537.56403,13430.55819,9746.42243,10371.05421,3257.188025,21040.94585,16634.10859,7683.163957,52707.59343,18798.03827,8329.121919,5517.905684,6359.256063,69370.07586,12042.13653,55763.66968,37572.86111,21777.93211,21788.14578,2778.135879,5807.301855,27478.52718,8611.862863,32740.093,13844.50125,60973.82585,71144.88147,32685.57009,47993.09358,136303.6215,110287.6434,236792.6355,299985.334,97746.57214,65025.77564,124447.7482,38786.42601,34271.88923,62367.50324,24462.02889,359056.4033,76907.64453,34971.40898,147927.705,121444.6636,88472.55511,143238.8035,201450.8429,133149.4522,44567.9037,68444.15239,61164.86663,55117.04219,63375.9879,105857.4422,109032.7009,99801.92168,118183.3458,59367.15011,95848.11236,19168.9935,65134.19312,76837.43762,90749.76279
