trial,line,treatment,n,meanLifespanHrs,seMean,meanWeightThisTrial,fliesWeighedThisTrial,meanWeightAllTrials,fliesWeighedAllTrials,subset,flag1,flag2,stockGroup
17,Ral373,Control,10,144.33,0.74,,,1.072222222,20,,,,3
17,Ral373,H2O2,30,77.96,3.38,,,1.072222222,20,,,,3
17,Ral391,Control,10,135.48,9.13,1.052,15,1.052,15,,,,2
17,Ral391,H2O2,39,74.95,1.94,1.052,15,1.052,15,,,,2
17,Ral639,Control,10,129.7,9.74,0.909,10,0.909,10,,,,3
17,Ral639,H2O2,40,70.2,2.59,0.909,10,0.909,10,,,,3
17,Ral646,Control,10,145.1,0,0.974666667,15,0.982333334,30,,,,2
17,Ral646,H2O2,40,81.42,2.13,0.974666667,15,0.982333334,30,,,,2
17,Ral716,Control,4,145.1,0,,,0.922622222,25,,,,3
17,Ral716,H2O2,39,71.27,2.57,,,0.922622222,25,,,,3
17,Ral727,Control,10,144.33,0.74,0.758666667,15,0.758666667,15,,,,3
17,Ral727,H2O2,39,69.28,1.73,0.758666667,15,0.758666667,15,,,,3
17,Ral732,Control,10,127.96,8.88,0.889333333,15,0.905,30,,,,2
17,Ral732,H2O2,39,49.71,0.52,0.889333333,15,0.905,30,,,,2
17,Ral737,Control,10,144.33,0.74,,,#DIV/0!,0,,,,3
17,Ral737,H2O2,40,97.75,3.2,,,#DIV/0!,0,,,,3
17,Ral786,Control,9,145.1,0,,,0.9,15,,,,3
17,Ral786,H2O2,28,92.14,3.45,,,0.9,15,,,,3
17,Ral796,Control,5,142,1.7,,,0.992307692,10,,,,3
17,Ral796,H2O2,34,65.08,2.03,,,0.992307692,10,,,,3
17,Ral805,Control,10,145.1,0,0.940666667,15,0.970126984,35,,,,3
17,Ral805,H2O2,40,82.23,2.2,0.940666667,15,0.970126984,35,,,,3
17,Ral822,Control,10,133.2,9.15,,,1.045,10,,,,3
17,Ral822,H2O2,40,90.27,2.03,,,1.045,10,,,,3
17,Ral882,Control,10,144.33,0.74,1.046,15,0.9366666,15,,,,1
17,Ral882,H2O2,40,93.76,1.91,1.046,15,0.9366666,15,,,,1
17,Ral897,Control,10,145.1,0,0.816,15,0.885,10,,,,1
17,Ral897,H2O2,36,58.73,2.11,0.816,15,0.885,10,,,,1
17,Ral908,Control,10,143.55,0.98,0.962666667,15,1.12,10,,,,1
17,Ral908,H2O2,40,86.3,1.87,0.962666667,15,1.12,10,,,,1
17,Ral911,Control,10,111.56,11.6,0.903333333,15,1.12,10,,,,1
17,Ral911,H2O2,40,62.84,1.65,0.903333333,15,1.12,10,,,,1
18,Ral021,Control,10,217.3661111,0,0.96625,8,0.957010811,37,,female,,1
18,Ral028,Control,10,166.4758333,13.36037153,,,1.1347,15,,female,,1
18,Ral038,Control,10,170.1036389,12.7174286,0.948333333,12,0.958148148,27,,female,,1
18,Ral041,Control,10,217.3661111,0,1.145714286,14,1.145714286,14,,female,,1
18,Ral048,Control,10,217.3661111,0,,,1.1007,15,,female,,1
18,Ral129,Control,10,217.3661111,0,0.986,15,1.033333333,27,,female,,1
18,Ral149,Control,10,204.9469167,7.927477897,,,0.984,15,,female,,1
18,Ral319,Control,10,187.5008611,12.14157738,1.003571429,14,0.97363625,44,,female,,1
18,Ral360,Control,10,209.3332778,7.620614819,1.04,5,1.036571429,35,,female,,2
18,Ral375,Control,10,217.3661111,0,1.239333333,15,1.177211628,43,,female,,2
18,Ral379,Control,10,217.3661111,0,1.111333333,15,1.010875,40,,female,,2
18,Ral381,Control,10,144.1375833,17.24775944,0.889333333,15,0.904813793,29,,female,,2
18,Ral386,Control,10,165.1153889,22.21335735,0.946666667,15,0.950727273,25,,female,,2
18,Ral390,Control,10,125.9081111,16.36885312,1.146,15,1.068788034,39,,female,,2
18,Ral395,Control,10,207.9475556,8.935226347,1.011333333,15,1.011333333,15,,female,,2
18,Ral555,Control,10,211.9149167,5.171457124,,,0.925333333,15,,female,,2
18,Ral630,Control,10,211.9149167,5.171457124,1.071,10,1.071,10,,female,,2
18,Ral765,Control,10,202.7643333,9.24696684,,,0.99435,30,,female,,2
18,Ral021,H2O2,40,74.925625,2.150271391,0.96625,8,0.957010811,37,,female,,1
18,Ral028,H2O2,20,50.21318056,2.195860612,,,1.1347,15,,female,,1
18,Ral038,H2O2,39,78.6777849,1.645120687,0.948333333,12,0.958148148,27,,female,,1
18,Ral041,H2O2,40,99.95454167,3.0175548,1.145714286,14,1.145714286,14,,female,,1
18,Ral048,H2O2,18,101.7045833,2.837465466,,,1.1007,15,,female,,1
18,Ral129,H2O2,40,67.75952083,1.421223187,0.986,15,1.033333333,27,,female,,1
18,Ral149,H2O2,39,63.95419516,1.48337663,,,0.984,15,,female,,1
18,Ral319,H2O2,40,80.513375,2.035834655,1.003571429,14,0.97363625,44,,female,,1
18,Ral360,H2O2,40,98.8363125,3.681103369,1.04,5,1.036571429,35,,female,,2
18,Ral375,H2O2,39,117.976453,2.737491937,1.239333333,15,1.177211628,43,,female,,2
18,Ral379,H2O2,40,109.64125,4.719499979,1.111333333,15,1.010875,40,,female,,2
18,Ral381,H2O2,37,57.20328078,2.227374287,0.889333333,15,0.904813793,29,,female,,2
18,Ral386,H2O2,40,62.78734028,2.250201544,0.946666667,15,0.950727273,25,,female,,2
18,Ral390,H2O2,37,55.10521021,2.010443752,1.146,15,1.068788034,39,,female,,2
18,Ral395,H2O2,39,78.49327635,2.082971493,1.011333333,15,1.011333333,15,,female,,2
18,Ral555,H2O2,40,68.13082639,1.144034568,,,0.925333333,15,,female,,2
18,Ral630,H2O2,20,90.873875,4.221935752,1.071,10,1.071,10,,female,,2
18,Ral765,H2O2,25,60.23975556,2.034775502,,,0.99435,30,,female,,2
20,Ral026,Control,10,139.62,0,0.933333333,15,1.051666667,30,,,,1
20,Ral026,H2O2,40,71.60975,1.524058321,0.933333333,15,1.051666667,30,,,,1
20,Ral073,Control,10,139.62,0,0.984285714,14,0.984285714,14,,,,1
20,Ral073,H2O2,41,73.80832656,2.689221067,0.984285714,14,0.984285714,14,,,,1
20,Ral142,Control,6,133.2056481,3.875692594,,,1.462,15,,,,1
20,Ral142,H2O2,40,75.6841875,2.379368384,,,1.462,15,,,,1
20,Ral287,Control,10,139.62,0,0.948,15,0.968,30,,,,1
20,Ral287,H2O2,38,102.178633,3.690236114,0.948,15,0.968,30,,,,1
20,Ral307,Control,10,139.62,0,1.027333333,15,1.027333333,15,,,,1
20,Ral307,H2O2,38,93.0494152,3.583622766,1.027333333,15,1.027333333,15,,,,1
20,Ral310,Control,10,139.62,0,1.016153846,13,0.9575,28,,,,1
20,Ral310,H2O2,40,82.69158333,2.73058147,1.016153846,13,0.9575,28,,,,1
20,Ral505,Control,10,134.7768611,4.594604974,0.909333333,15,0.991155555,25,,,,2
20,Ral505,H2O2,39,60.36665954,1.372605821,0.909333333,15,0.991155555,25,,,,2
20,Ral804,Control,10,126.1868056,5.021765163,0.871333333,15,0.871333333,15,,,,3
20,Ral804,H2O2,39,48.7855057,0.450007164,0.871333333,15,0.871333333,15,,,,3
