,QC_1.mzdata,QC_2.mzdata,QC_3.mzdata,QC_4.mzdata,QC_5.mzdata,QC_6.mzdata,QC_7.mzdata,QC_8.mzdata,QC_9.mzdata,pos_1.mzdata,pos_2.mzdata,pos_3.mzdata,pos_4.mzdata,pos_5.mzdata,pos_6.mzdata,pos_7.mzdata,pos_8.mzdata,pos_9.mzdata,pos_10.2.mzdata,pos_11.mzdata,pos_12.mzdata,pos_13.mzdata,pos_14.mzdata,pos_15.mzdata,pos_16.mzdata,pos_17.mzdata,pos_18.mzdata,pos_19.mzdata,pos_20.mzdata,pos_21.mzdata,pos_22.mzdata,pos_23.mzdata,pos_24.mzdata,pos_25.mzdata,pos_26.mzdata,pos_27.mzdata,pos_28.mzdata,pos_29.mzdata,pos_30.mzdata,pos_31.mzdata,pos_32.mzdata,pos_33.mzdata,pos_34.mzdata,pos_35.mzdata,pos_36.mzdata,pos_37.mzdata,pos_38.mzdata,pos_39.mzdata,pos_40.mzdata,pos_41.mzdata,pos_42.mzdata,pos_43.mzdata,pos_44.mzdata,pos_45.mzdata,pos_46.mzdata,pos_47.mzdata,pos_48.mzdata,pos_49.mzdata,pos_50.mzdata,pos_51.mzdata,pos_52.mzdata,pos_53.mzdata,pos_54.mzdata,pos_55.mzdata,pos_56.mzdata,pos_57.mzdata,pos_58.mzdata,pos_59.mzdata,pos_60.mzdata,pos_61.mzdata,pos_62.mzdata,pos_63.mzdata,pos_64.mzdata,pos_65.mzdata,pos_66.mzdata,pos_67.mzdata,pos_68.mzdata,pos_69.mzdata,pos_70.mzdata,pos_71.mzdata,pos_72.mzdata,pos_73.mzdata,pos_74.mzdata,pos_75.mzdata,pos_76.mzdata,pos_77.mzdata,pos_78.mzdata,pos_79.mzdata,pos_80.mzdata,pos_81.mzdata,pos_82.mzdata,pos_83.mzdata,pos_84.mzdata,pos_85.mzdata,pos_86.mzdata,pos_87.mzdata,pos_88.mzdata,pos_89.mzdata,pos_90.mzdata,pos_91.mzdata,pos_92.mzdata,pos_93.mzdata 
mz187,274831.5849,127741.3169,138137.678,126584.513,102783.9992,118438.5307,231044.3379,87132.00609,231642.5397,8932.904687,125576.7123,257790.1519,107093.3544,68725.77813,44774.55859,176690.5257,69179.16724,106494.7025,81489.30379,60382.90111,144828.2083,48729.27838,54512.12101,51748.75302,68563.35995,103285.5849,236371.4888,50526.5514,118414.2932,226475.1602,43056.33151,89462.70141,134556.6003,107061.2833,91274.54216,120572.6878,88888.50448,50119.76039,183232.432,100854.7379,126163.9057,86176.46765,90817.83522,108228.4361,117519.2901,67837.60093,91812.47896,50895.68844,121048.4534,73200.78296,213394.8736,34536.22728,110519.1108,94786.36105,50784.64743,213510.6418,132269.1301,51830.92639,83320.42106,47663.44021,100682.4133,51196.27361,119038.9753,72924.60038,68510.83925,160953.7408,126618.3293,148715.5858,124596.4246,121795.1954,109729.7746,27308.71972,92334.57543,39575.70573,73882.24998,44816.54039,74959.43237,32307.10722,72985.17919,38403.19666,50583.86585,45284.41403,39805.77138,92750.25537,60455.36039,26399.95553,54905.49154,29610.4487,93090.69095,23455.90699,134400.3283,57471.91745,28086.4812,128691.4858,96552.43153,99502.77181,101415.7114,112459.9541,48702.17867,79326.06488,36087.63162,58294.36007
mz188,16802.11008,12606.4371,15357.36294,15910.20527,13724.04094,13080.61734,15383.93625,16051.54549,16139.13627,9722.85668,4157.850492,13679.48167,11300.941,14660.84173,9891.599883,5083.309669,5058.579737,3673.277286,11890.86856,14950.45153,2446.904339,14447.04797,14838.39938,4007.758627,3363.294197,5888.300103,3456.852674,5804.446548,5780.789234,12052.53376,6158.618786,4093.038955,4913.635144,3639.520158,7233.323367,14918.60337,18203.05383,3075.017264,3024.118799,3517.729196,3601.389529,2450.604391,2398.206884,2014.944848,2866.088971,3706.073661,2607.178408,3071.140814,3046.238759,2773.864937,2410.490736,2850.691207,2968.677049,3485.64041,2999.275359,2781.826528,2555.533125,2951.67912,3123.872993,3630.481563,2643.013953,3218.262756,3135.563874,2857.771651,2449.987666,2728.206434,2133.668118,4807.199036,10948.30143,23571.52557,8223.811992,5167.818689,14706.68502,12678.33642,4121.446562,7970.036953,14481.5318,13017.49791,4209.116913,13244.37984,12035.97446,5492.427305,27795.09669,6959.156062,8246.016823,7706.550264,14683.08616,9446.197996,5411.532188,5504.634961,18179.06618,13609.17199,3314.615449,5101.892288,6972.849486,11067.57196,24626.99753,10696.71091,14295.80374,5434.372959,14982.07781,17245.85414
mz189,16894.51184,16988.05616,18484.00447,16091.77474,17697.76592,20246.64601,20790.08133,24873.6594,25643.55959,0,19499.13132,13603.85484,9849.995742,33631.36697,5235.707663,33528.8013,29485.74267,16511.23645,21520.3192,0,7565.40375,709.624797,37618.41856,14538.75855,8377.126708,2103.874344,11129.53572,3389.190561,1619.677331,0,13590.82125,35064.89941,10552.41863,23533.68188,0,31555.94693,2099.43473,3089.206944,16792.98178,3164.098326,18446.09543,8473.867116,12028.28271,13961.31551,4106.497304,16044.87136,0,606.1570146,8866.268673,15983.74536,14259.7732,726.5810698,5506.785821,15823.27122,18943.70918,14141.65646,7057.719913,7982.443472,6650.488784,346.1086517,14975.87928,2056.525524,10670.53413,16143.99047,12320.3778,0,0,0,0,0,0,0,801.0601382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3858.069362,3936.553874,20327.71095,6477.311162
mz190,4810.463672,4466.308468,5077.631895,5476.992363,5601.61916,5375.444737,5654.273288,6634.371629,6822.554592,0,5145.1275,3844.336641,2851.107582,10477.59139,2143.481106,8995.496146,8237.918864,4960.747557,7659.63677,0,2728.659544,172.4389292,11052.21061,4530.280137,2031.547455,470.1539034,3029.114345,642.7789423,188.2030612,0,4184.483638,8811.646465,3546.831055,6071.825833,0,8959.150067,517.2841177,672.5408791,5396.856412,991.830394,4680.522949,2612.359074,3609.086602,3477.690151,1112.764673,4024.797656,0,156.2178259,2219.512339,4575.991555,4300.316865,0,294.8815237,4916.339707,6025.811016,2874.857689,1386.227729,2727.33561,1974.328088,0,4013.481795,175.9684551,3135.558242,3601.787345,2851.39648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4876.889531,689.6167745
mz191,1133204.263,1068517.397,757238.0542,1226989.824,1041211.467,884255.3939,823454.64,626551.0491,661951.4842,451526.8964,665972.8007,676235.6198,683574.0042,555242.8362,419200.9549,470553.2897,463892.7687,708026.4122,952541.3114,266252.5067,409311.8808,494165.0548,648013.4955,738405.104,641158.5642,338104.1033,666670.9532,786505.3023,190097.7976,328916.5238,810531.8081,709696.2743,1204463.796,655875.1172,218914.8045,734577.5,349632.1901,432709.1994,509886.5376,266149.7744,360650.128,591103.1431,914264.3704,531578.9437,745163.8912,601916.7835,275279.9006,233776.3616,204731.0993,650746.3967,580524.6857,585279.1638,397031.457,960644.6529,972623.2901,189393.8025,747382.2063,641364.1642,758674.989,474518.6301,364317.9726,734248.3735,584893.2348,716756.6728,852813.958,953413.5808,619347.7161,907339.691,649193.0392,845798.11,571815.7895,208614.19,510444.3516,869786.2586,779423.9227,584282.8355,838009.374,893929.4312,678924.2598,483781.357,585754.3159,596395.3296,1017890.042,446928.8365,971460.3042,968340.255,726177.2233,656025.4505,931431.3728,803921.205,337648.5085,900546.0498,454612.6049,467433.1855,669320.9071,832690.1902,539550.4164,748654.121,1021307.223,742218.2491,448380.8441,362992.3446
mz192,5109.288691,9455.110805,9494.250687,8475.089035,12930.70171,10720.8452,18386.9832,17625.47769,31713.94851,3027.475576,6304.68709,5385.352148,8919.650724,3789.49631,6786.615082,5858.48937,11663.08844,5924.752829,9110.580044,7576.590496,13038.77074,9113.738634,4201.106924,6978.301146,8218.813884,8148.055998,10782.48568,7936.606582,3171.489201,5226.702011,7034.806494,3652.856131,5432.131117,6419.664254,8410.244166,4057.188838,4153.89635,5611.322783,7349.396499,5581.807042,9791.156953,6041.209669,6832.264605,10493.55524,3536.704424,6775.688412,3304.669708,7396.959141,6612.174343,3553.5779,8441.375684,8565.711085,9353.551958,7182.154316,4136.066689,9734.172891,8058.479281,14594.86044,9273.560315,6845.872705,8931.148396,8638.176134,6544.546055,2524.927126,1236.929025,5399.137486,6604.71709,12908.20533,7022.032818,22947.50042,13669.31343,7575.610418,6847.908469,5791.545031,4751.666631,8818.198558,16757.49503,21535.5623,11077.82683,8806.772298,21587.0368,7280.023705,9525.823195,9729.752648,8878.322801,10608.72764,13406.92559,9569.38427,2438.084832,14073.49831,1607.610518,9109.837207,6889.298177,6873.520812,6343.115979,9491.606016,8653.761797,9327.123879,13175.08067,14613.12898,5361.043184,1303.742866
mz193,1260232.316,1219585.696,1043578.277,1250204.894,996153.1689,1029992.572,1088265.26,953875.6726,6801277.046,556935.2731,1015582.329,951844.9787,1201682.956,1246211.161,313284.1594,854607.8093,859699.1917,1251359.349,1283603.831,356840.6745,687816.3676,811276.4902,1223000.288,1070013.16,743666.0678,585961.7799,1402722.576,1186562.152,503307.5025,508046.4075,1404568.921,920212.5466,1130080.857,652800.7848,430290.5168,1432340.598,728710.1719,855743.6798,494646.2399,627283.9677,1083888.43,622661.2629,954693.0446,1315091.398,1181072.914,841071.1552,428252.2286,465137.4216,1260919.653,940829.0921,1037757.29,811194.6049,1054979.386,1180826.234,1002688.387,936091.4929,870270.2186,881159.3691,1201363.079,674817.9346,847156.1423,1236938.39,965586.1846,1090173.365,673328.882,1470790.346,890716.1189,734477.015,980864.6042,1000003.304,793381.0937,658835.7798,1057460.719,991251.9027,869975.7998,1062771.011,1183316.603,1308497.296,926900.2531,929754.6823,713755.3649,2211234.515,943000.8111,988294.6395,1702446.07,953737.7858,1155417.733,1034683.261,1503757.949,966624.1637,684000.9892,953160.5521,1062332.046,946570.0382,1072752.483,792292.8144,895429.392,1246502.127,1098319.576,1176695.923,926099.437,757741.6378
mz194,25889.93573,7028.822299,22609.14984,25835.16762,23137.30668,19119.14775,16761.02834,25094.58005,24464.39227,14729.46869,14356.24706,8712.773332,19250.64807,12615.32261,10280.99148,15974.33535,12661.62328,11907.34141,11398.89105,7343.45279,12915.70945,11375.44596,10714.95999,15808.96551,13883.2767,8928.161338,11934.11383,7802.438635,12891.10043,10107.48545,5684.423757,20907.39527,12509.2691,26835.88498,9049.25225,18949.50557,15763.57051,7560.409451,16832.99253,6865.080705,6982.693874,6555.56083,6535.338032,8410.988312,6249.079579,12139.49108,6056.132729,6402.888592,6514.601399,6318.556517,5333.422882,7948.20754,6634.197645,5527.786809,7095.080886,9505.89766,6931.306016,6205.149201,4453.852253,6771.78476,4202.353426,8845.296473,5217.780981,7513.528414,7320.04705,4795.160091,7329.572558,15486.12872,9499.291834,15949.66222,32697.35991,30478.77045,9959.66862,22286.20217,39141.86051,12482.31982,13477.75465,10748.45844,34068.75228,9674.832577,25502.80714,12040.76699,9197.454668,13535.94427,0,14583.65396,11773.43059,9682.230638,15686.35315,22229.66798,8659.357008,3834.467285,38759.31102,4505.761699,16619.91516,7460.551563,11896.89738,11626.13418,4303.696465,9430.181953,6502.562762,7327.315362
mz195,28522.78171,27979.73134,33983.45496,27601.6577,31740.15539,1365.471813,30577.33559,15173.60749,17420.51091,59095.86401,42689.05279,21382.57022,80569.83106,14469.0716,14056.84955,4882.675781,16914.49863,11072.67468,4546.48859,9742.733914,16600.16171,12784.98534,8040.967509,22103.2618,7116.608672,13932.49992,8667.051156,10876.11645,11762.72023,12928.66931,11090.11623,8342.727096,3380.596113,12404.7219,5690.229141,9431.387812,25472.47525,25813.96008,5774.571098,7915.619634,5621.884629,26478.14343,8562.408266,3524.830342,22679.41941,7337.280118,8490.341966,4518.430723,7217.161474,2282.775216,2594.043119,11486.66699,7561.566685,1427.896003,1245.70866,11197.66622,3870.596376,6613.337591,2901.296938,6595.447008,3915.619102,17620.11155,9997.093211,3495.433839,3054.594715,2665.18754,3026.412854,4135.608753,4275.500376,5199.346131,5409.020226,12586.3198,3800.568516,7975.252893,6020.055632,11539.61391,4364.487287,2240.236904,5370.172113,4671.095921,2991.55872,6155.211582,10902.2424,5784.207979,926.8777062,1151.063784,4920.83552,6298.1827,2304.482888,12680.84636,6088.132781,2014.16226,5939.298706,2382.278408,6045.404649,5293.501839,3266.691205,3671.517636,5024.575723,1760.058523,3095.448763,1857.84651
mz196,9013.003531,13263.50045,8231.870922,7893.673231,7309.259902,5892.68949,8126.337625,1941.572217,4819.358848,15248.29411,3764.809922,4472.264317,4921.1587,0,335.5855019,4320.462246,5125.878132,3793.613685,7286.967062,461.1518972,3360.769453,1399.189908,1354.925924,3357.80301,3392.138022,1221.763317,7373.631852,1130.962468,1087.647429,742.0945287,3624.466317,8049.214792,3776.621753,9150.498913,303.8669738,5188.974905,417.9194347,1495.778502,4952.782157,828.2534755,6959.416379,5609.749695,5950.702795,6312.392253,1121.526584,890.0316737,135.1233463,420.7406307,4259.765706,0,8150.738827,3209.576242,4212.664093,8337.214649,0,9855.815168,0,5454.644941,9853.593487,1312.040862,1836.440704,5240.262851,3964.562802,8971.823138,0,5935.226456,11783.25057,7712.239395,188.0949948,7002.316143,4057.869221,6632.792975,4305.823253,339.8128373,6290.50166,0,0,0,0,3289.068691,0,203.9250829,4276.439455,0,4453.533633,3830.241548,144.5231375,0,0,5169.904555,3366.933047,6382.725868,3705.341055,5319.167285,0,745.5816219,747.4689978,1160.980207,0,0,0,0
mz197,7662753.981,6682070.074,5231610.402,2894428.537,6879846.332,3016913.107,1264348.122,3841858.838,3770345.644,289220.1577,2257142.967,939609.2777,1406427.719,2642167.985,1478116.379,2586835.498,4122253.806,4326656.699,3291821.604,1016849.51,2497849.991,1160883.095,3148243.142,1773863.851,2394396.877,799243.0953,855439.1189,1109968.166,565226.4366,5173021.541,1209615.496,2335018.996,4376070.848,2307602.789,774009.1952,3150378.3,5382671.208,1047471.474,858127.3959,1070604.736,8099765.899,1528569.609,3052946.062,3530074.582,1784143.412,2343483.092,1152080.878,2401405.961,5426957.748,3374988.561,5433999.896,676418.4158,1724669.925,6251747.459,3037478.305,4518053.445,4833689.249,2465577.179,7090065.768,1035449.43,5325319.897,1381504.916,1132576.464,3727901.339,4503742.217,1712334.165,1975127.693,4667554.081,3688926.23,4056967.656,3164419.381,1499469.714,2260021.501,1819030.96,2864616.213,2059993.732,1882243.662,2172720.073,4171417.075,1581668.894,2182023.371,2759847.637,2521969.97,1972131.494,1474765.175,3612707.978,1489676.068,3009987.749,3515212.062,1233044.012,4019918.371,3191159.009,3523944.518,1606147.245,3101342.277,1581514.256,2641961.528,1955028.488,1391809.66,3449072.942,1061630.118,3027457.992
mz198,0,0,0,0,0,0,0,0,0,15185.73607,10878.62191,7778.185839,25599.60144,22143.54491,13552.5033,4528.88237,33937.77375,33452.20749,11333.52905,5556.673652,28288.65414,6227.224805,9718.712759,16078.3951,8096.169492,9178.835685,22000.70147,14273.92902,25981.79646,8141.688199,6771.664155,20606.88662,8956.586294,15208.86757,3943.886953,0,0,0,5439.500171,32241.02575,17051.51578,17448.98654,15562.47638,8346.318145,9383.640983,7722.093809,5017.188838,5084.985749,38247.59988,26865.4534,13536.78897,14778.19477,15205.44058,1322.444733,3831.716191,15834.23122,6930.310811,9284.007009,11145.45022,15481.38533,4257.333442,0,0,932.2967369,3702.08705,14374.37937,3268.792148,5472.87737,7412.722793,2391.770373,3117.67597,7070.576217,8570.133592,3604.927412,7073.576426,3441.692528,7041.531319,3875.392684,3623.498231,1141.122077,8748.528955,11871.55902,5309.544902,5735.340788,1482.637069,1896.01106,3695.464456,587.6630075,7209.782555,4195.265926,17134.37671,3126.799526,4255.525207,6961.688083,4924.379502,4923.494253,2195.464649,9689.230488,9191.614863,3223.399901,883.5985255,15462.87747
mz199,757216.8959,627718.7293,1031466.679,578888.3195,743356.7485,698035.953,536333.2645,729208.2802,608974.1954,144764.1853,670781.9798,276595.2488,314373.6751,632477.7397,363028.713,548443.7951,593924.9034,748730.0338,754575.0279,324031.857,206402.3912,467549.541,504183.8333,218290.6775,495310.1165,217925.8819,268921.7684,153232.488,266784.8422,223583.7483,314666.1345,792286.6432,452424.0149,367145.6858,486680.3373,805097.5258,200857.7046,364694.3803,469367.803,199860.5508,695046.6527,427390.3873,417617.5801,283187.3081,501013.4213,678729.1831,588406.6849,330832.7197,799862.738,499891.6285,990241.1102,205784.7647,262997.7696,678742.2025,542897.712,585706.8043,292178.6552,565463.6924,716221.5438,181581.1428,221402.093,236531.1445,473562.0388,815698.2272,691351.7647,683723.668,264571.0276,837594.3394,276794.8115,820200.5743,326687.8678,490225.7987,540710.2869,470789.7453,535771.7186,205451.1243,702351.757,515275.3804,674731.9239,418741.1378,664902.5348,664347.579,630630.436,451190.2568,456076.055,408944.1716,380763.2616,302247.2105,584171.4675,418569.6468,356582.1398,260189.2837,272035.9199,319486.18,766037.8188,302290.3792,440644.6326,591832.7298,508161.6984,534716.4365,316552.9372,671928.2059
mz200,45233.17528,71810.1035,38096.77419,31302.91266,30113.5929,20223.18516,41183.98977,51014.94137,15703.82309,61077.20849,139214.3584,71972.83609,68468.97379,97461.2325,40241.61844,126332.2728,60639.41695,131991.1953,193799.8445,19667.5583,99768.18246,32459.10735,101835.5259,74578.30758,54520.86949,10441.01285,41987.54977,17670.08695,18565.21745,9084.06532,53039.92545,144944.4541,60014.4372,126001.1977,14100.30446,119641.8808,6704.153768,23937.14192,84223.22122,15026.74711,75819.46177,63513.24516,96313.39988,169275.9146,65203.04328,76985.42389,20145.11624,24640.15949,77065.15225,227359.0463,198919.6787,28679.42863,193962.6853,303370.6843,203160.7654,194342.5709,154039.1684,157079.0049,154883.8228,21843.62467,174983.4182,54718.70552,154809.8906,242935.9779,237833.4046,269863.9359,259480.2448,271873.2295,163818.3402,222022.0024,118193.6126,419345.2799,339799.9619,391186.2338,271592.7031,325932.9857,392184.1735,195801.052,245680.1037,278048.1768,317913.1338,168334.8259,152171.9587,278875.1706,273464.1929,274045.9838,258838.7925,310528.2299,378849.8103,201647.272,329659.4005,274778.4047,255827.9775,186040.142,238933.6137,333102.7442,287851.4773,227080.403,149977.0238,280709.8013,243807.3165,205209.6867
mz201,23697.9501,9496.887586,6664.986366,5770.700785,7080.592566,9493.913594,9578.933168,10778.41348,6210.101076,26811.89457,7990.094331,22283.31609,25992.40396,31347.18558,16658.37959,20715.75843,24682.00784,41019.66797,49928.93449,26402.67465,26963.44066,25192.34566,31388.47563,28621.94733,25453.93213,13471.34028,17121.91633,32295.77262,14474.44582,33685.33115,28960.494,47788.04448,20414.6158,19405.05102,38780.14833,9804.753236,4607.394142,3569.892874,12014.24247,21569.03382,16239.53513,27702.08946,8017.302293,6341.774561,7577.440572,6347.695811,28564.85911,18729.61358,5788.240354,17500.58278,28359.13038,35005.22735,7216.454,20165.41168,7712.624648,12064.12861,17919.0967,23050.29523,20288.69272,10642.32959,10170.48015,8654.987255,4941.334763,7310.565413,29611.3973,23773.32928,20133.03037,23001.68686,6117.343284,54825.08522,23922.70788,26676.97089,20508.44147,29244.43455,24147.15333,21441.28442,30748.42383,34318.43043,25902.69406,32536.77755,36103.94611,31094.75348,16221.21389,20520.41092,34048.3242,41221.39045,25711.718,31746.34528,29192.82292,30151.39842,44551.44069,24302.46594,12110.76084,25120.1092,33265.62444,16530.26812,19661.63712,27613.51803,27588.10746,20793.92729,4571.41875,47463.44224
mz202,24893.3465,5949.736512,3690.623976,11471.28487,8420.309939,5915.667317,4384.113231,10678.53689,7208.601562,25593.39216,5795.924165,6208.9898,19342.66174,4621.225408,4999.24056,6969.430446,5359.734369,7711.064978,3814.646102,6151.845475,8651.882407,9442.351659,1705.942516,7315.747009,3577.458068,10586.55857,13501.35003,4975.769777,5149.544239,10291.25871,4114.812307,1766.492342,6398.305584,2570.963136,7693.402883,2425.068482,5350.447312,7672.143283,2313.89326,3569.972326,9190.736235,6104.479723,4386.982379,2782.992539,6467.70414,1798.88509,4819.56141,7673.518213,7060.720421,5697.899491,2298.398235,2550.268189,2230.306649,1586.198065,1573.044162,1800.13819,1222.830388,1565.653667,4155.287209,4615.456968,2286.266056,5405.808542,2918.374053,2120.412297,2035.15808,3928.153673,3790.087676,2743.878467,2517.160421,3344.698779,1905.785415,3298.034863,6693.996171,2386.17025,2057.474456,1349.8313,3203.771031,2003.130953,1272.004741,3541.026506,2503.739243,4505.975591,2097.17277,2453.073412,2263.756163,1230.335017,2710.348488,1959.17154,4442.087211,2539.022863,1621.065557,2536.244889,2639.920876,3055.276525,2494.636787,2722.020949,3630.929834,2718.924786,2573.018399,5136.396539,2367.030081,3968.134097
mz203,13314.13386,15431.50611,15260.86966,16958.06943,15287.025,18504.75968,24691.50743,35384.80988,50267.28801,5008.59152,14367.16689,7266.509883,15594.01164,6709.096213,13680.12411,8436.451519,17212.97352,8825.771832,19764.57856,11888.34503,19878.87879,7533.024205,8165.421188,8545.303495,10027.01845,19555.6346,14307.06893,13364.43589,4802.108301,7683.920977,5520.404062,7185.826641,10767.45728,13285.21643,11359.78213,7639.324926,6435.950687,7685.439074,11383.00935,7393.248079,12390.73567,8743.576983,11788.36108,15208.72336,7652.405403,10790.65329,6701.118566,12413.42546,11048.6308,7133.478877,10392.73271,8500.399846,16140.5913,7247.9025,9638.611707,14351.16158,10868.19761,19083.15323,12284.0882,11513.78971,14132.4211,10468.16886,13166.54794,7499.796475,6615.111626,10007.44313,11973.46296,19564.3092,16084.07136,37858.20831,20343.71051,12748.71422,12916.87834,13221.93619,13722.94764,13452.30252,26075.40733,33168.39311,16808.63681,15202.25731,29313.0093,18698.34366,18324.09016,19514.21644,20753.58374,24151.10998,37545.75844,18780.57441,7470.280614,18109.58586,9758.335397,10299.16635,13525.93536,15731.3286,18737.15194,18790.86738,21207.43804,17433.14418,32837.30303,25187.8209,9894.709336,5262.864727
mz204,15155.47374,15220.91741,14431.30754,18486.29401,20605.80036,17357.83711,6515.998171,4887.516797,8637.889291,24119.17696,3619.59578,9955.758106,14004.8905,5484.039799,24043.35118,3811.406908,5465.126228,3990.786738,17208.30211,647.1881154,3271.892051,4317.410675,5331.516357,10697.66912,8806.089199,24535.46443,23198.17006,34418.35379,2345.505286,24754.36886,13037.41264,7896.470831,9425.341197,3601.022813,1396.535083,2833.491211,7965.78493,7300.546641,1744.853978,14426.14141,7398.467086,12813.25984,14723.07965,2617.002264,11943.37289,6800.49466,4197.867809,14742.2423,2758.163491,1219.433737,7150.06043,10987.46314,4238.319418,0,481.4581862,7414.635405,3328.68964,3096.43755,2683.286981,6586.097346,4635.301988,8134.561234,5683.370336,2598.943884,398.7079911,589.1810532,636.9100912,1858.345212,860.1258137,2320.844916,1558.920988,493.79279,922.4595151,707.3956915,3058.042481,122.8162434,459.2946081,582.5039524,3645.942864,532.3572263,0,1271.775357,2912.896905,856.1182363,1314.002548,1479.765224,567.522676,1190.12117,558.8234286,1425.800539,2972.672627,1105.590521,1041.230212,1248.303216,738.6422763,1170.67574,828.4486591,973.2700568,459.3234942,3211.41675,357.3802836,614.27677
mz205,3522.196845,34292.70611,21386.85104,21950.99573,13866.04734,8356.057342,11557.08469,12360.23355,11630.38416,17438.94324,1337.015265,11808.3234,16738.69486,2513.685769,11543.14863,1541.89336,7879.666318,7401.54375,1105.085556,6832.345195,15098.33443,13475.75979,1833.955888,30980.92115,6161.821139,38016.89506,17698.45927,4465.315664,39127.17189,53658.10803,7403.04694,1703.038549,3075.069965,2896.067314,12308.77744,1861.697717,13384.36312,6463.651489,1251.769642,8945.967934,1220.940041,2448.230782,2581.11817,1250.991174,8683.168474,2668.833396,3337.142284,5960.201786,2262.558893,572.3341593,1804.586583,4258.873808,766.4547849,738.9170585,688.7589511,669.1620225,2312.767046,1941.909542,940.199027,2301.21404,1941.401042,6543.362124,1346.857419,1190.901413,819.9837248,784.8553999,446.7785904,612.5758958,620.2469394,1242.704946,1403.868782,1018.063827,1522.968107,1117.232247,1427.753845,1654.08721,832.14611,1119.089958,1101.422391,1095.63817,1083.247468,884.8964497,1611.698912,966.6996615,1449.066914,955.9378054,1187.813765,749.8879001,1532.989685,1150.653241,915.6260428,813.35917,1304.578301,1097.436446,1413.521005,897.982717,1230.395092,690.7186129,1337.550285,1262.322194,772.6166953,1398.299575
mz206,12377.76669,11040.88955,12250.61432,10305.02452,11772.41473,13645.14116,11924.26828,14641.94863,14386.48828,0,12331.23777,9032.129203,7395.567128,22775.18744,4101.75025,22238.12735,19859.25607,12554.33041,17067.52436,0,5990.721134,595.2990433,23873.50414,9851.929102,6295.612205,1446.852036,7291.826774,2654.093201,973.5170476,0,9696.869883,24078.51744,8716.007081,16756.00787,0,21698.09333,1585.322599,2495.847768,14735.0957,2160.485245,13303.14135,5035.75834,7376.313633,8792.318555,3248.055442,10932.48513,0,0,5752.745545,11326.81471,9306.467695,492.0644236,3430.87115,10944.80002,12807.40389,8505.425155,5484.859602,5247.766668,4707.844101,134.9812289,9120.785256,1301.016754,8921.828828,10107.63738,7492.997205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.5597334,12119.53933,2988.219035
mz207,113258.1305,109534.3292,43087.03378,47707.12669,46277.86279,45803.51794,43823.07569,60147.24999,53001.8696,10302.98673,46676.80442,35169.48929,38606.68695,54968.4066,41073.09987,27328.2716,16437.92146,54156.84643,77187.85175,62288.72696,41312.68009,39254.51168,44458.67544,44188.13422,7105.111018,30678.4532,44167.08623,37132.55982,25595.9479,53497.80479,34905.21105,45918.10774,35197.76442,56655.6518,28772.90752,87898.77121,17189.21625,30151.65768,68407.26884,19145.68091,41419.2632,43078.43937,25231.02864,51926.35337,45919.58034,52526.53826,27522.39206,19407.10415,33931.13859,79042.75527,75368.21031,23029.14223,42847.52294,94023.07368,51942.6127,54888.88096,49904.02006,45351.99466,35237.74787,32444.59383,39822.3468,37543.82494,39939.73137,48194.11859,48971.929,72592.16379,54585.62712,56809.18407,48490.66824,52638.09931,42897.07165,47052.57514,42368.04509,36674.95148,39727.01343,34193.01456,26863.42447,34207.46797,45446.86605,28707.00398,28312.27849,30511.03352,45110.35694,40732.69501,51997.80397,43458.06568,41424.95842,26267.53514,58067.47069,42011.23877,45925.05123,51283.57101,40541.0881,59535.60985,45136.49842,23960.99552,54231.84192,37257.82659,45339.86321,42010.78475,25597.93123,33528.58016
mz208,7433.418213,8061.546875,8556.079665,8012.199498,9022.116518,6372.540631,7101.638315,6639.977674,5880.690988,3229.765106,109.1422575,2663.946221,1980.517424,0,2211.107295,2029.45459,1589.301662,2722.1419,4230.465997,1713.435549,2695.914983,1545.364788,2115.772346,2196.290148,1362.43101,0,3723.735808,2113.80015,1759.888422,5055.113027,10638.32139,6781.968867,5714.817238,2011.597717,8590.238168,7192.237654,3170.189324,2352.511539,3720.618434,4383.976069,1817.21318,19465.03382,3065.33511,7905.99126,2515.990819,8801.764275,14426.13905,12964.78242,3609.613153,7006.763086,18880.17435,6216.914355,3660.55794,5153.157817,7368.450769,7843.568606,2107.688055,740.9628574,3002.70014,2469.834589,2238.16413,4658.322292,3340.963056,2516.324372,1463.310722,2533.637186,2483.457286,3354.145439,1527.643094,1934.403992,2920.228259,1811.985241,1275.124832,1001.05067,0,3005.428608,2646.934508,237.6215958,2688.719985,587.5292717,964.7610021,1935.545902,2292.42872,671.5816211,2616.328359,185.4161993,1073.317969,0,2056.599674,6363.849419,2161.890452,3103.043554,4053.370518,2687.988574,3216.697944,1438.617498,1689.027241,1761.597664,1376.50201,675.9092369,0,1684.596398
