,QC_1.mzdata,QC_2.mzdata,QC_3.mzdata,QC_4.mzdata,QC_5.mzdata,QC_6.mzdata,QC_7.mzdata,QC_8.mzdata,QC_9.mzdata,pos_1.mzdata,pos_2.mzdata,pos_3.mzdata,pos_4.mzdata,pos_5.mzdata,pos_6.mzdata,pos_7.mzdata,pos_8.mzdata,pos_9.mzdata,pos_10.2.mzdata,pos_11.mzdata,pos_12.mzdata,pos_13.mzdata,pos_14.mzdata,pos_15.mzdata,pos_16.mzdata,pos_17.mzdata,pos_18.mzdata,pos_19.mzdata,pos_20.mzdata,pos_21.mzdata,pos_22.mzdata,pos_23.mzdata,pos_24.mzdata,pos_25.mzdata,pos_26.mzdata,pos_27.mzdata,pos_28.mzdata,pos_29.mzdata,pos_30.mzdata,pos_31.mzdata,pos_32.mzdata,pos_33.mzdata,pos_34.mzdata,pos_35.mzdata,pos_36.mzdata,pos_37.mzdata,pos_38.mzdata,pos_39.mzdata,pos_40.mzdata,pos_41.mzdata,pos_42.mzdata,pos_43.mzdata,pos_44.mzdata,pos_45.mzdata,pos_46.mzdata,pos_47.mzdata,pos_48.mzdata,pos_49.mzdata,pos_50.mzdata,pos_51.mzdata,pos_52.mzdata,pos_53.mzdata,pos_54.mzdata,pos_55.mzdata,pos_56.mzdata,pos_57.mzdata,pos_58.mzdata,pos_59.mzdata,pos_60.mzdata,pos_61.mzdata,pos_62.mzdata,pos_63.mzdata,pos_64.mzdata,pos_65.mzdata,pos_66.mzdata,pos_67.mzdata,pos_68.mzdata,pos_69.mzdata,pos_70.mzdata,pos_71.mzdata,pos_72.mzdata,pos_73.mzdata,pos_74.mzdata,pos_75.mzdata,pos_76.mzdata,pos_77.mzdata,pos_78.mzdata,pos_79.mzdata,pos_80.mzdata,pos_81.mzdata,pos_82.mzdata,pos_83.mzdata,pos_84.mzdata,pos_85.mzdata,pos_86.mzdata,pos_87.mzdata,pos_88.mzdata,pos_89.mzdata,pos_90.mzdata,pos_91.mzdata,pos_92.mzdata,pos_93.mzdata 
mz1413,16121.5227,14687.89323,9278.67593,13550.36244,18749.83254,17295.65227,12938.78297,13074.99321,14918.69503,7927.385603,4886.961505,13867.18093,4037.240689,326.8260497,5851.561714,104.268309,16171.23751,10877.20436,6505.514525,17145.92176,6473.506118,0,11078.64224,14636.3134,8916.403624,6785.391797,3628.112058,18318.64881,10973.52481,15517.14761,15854.26793,11268.13337,9038.204007,18068.44359,25425.10792,4477.81834,2118.814878,17210.94696,0,20012.77186,9239.580003,479.2365215,406.5258945,0,613.8262269,0,0,0,5571.447277,465.7981597,0,0,603.5974136,773.2105459,4091.840332,114.1231386,315.1573568,1765.433043,1997.389,3409.739847,1320.130756,3713.740345,1609.754276,0,906.2564157,6548.181855,8626.346381,0,4324.703995,172.8313857,0,24719.94769,27497.81264,16249.46213,13606.83113,32603.11366,15445.01484,18173.46964,17822.33363,109.1788512,29623.75693,28170.97123,15740.5558,30474.16699,24437.4324,21380.94727,17841.00981,7542.273089,22294.07618,29097.94055,27765.81366,26016.70784,30836.29411,36068.58922,26661.82086,34844.39878,41947.84333,30218.42239,33311.11259,23806.38409,0,35624.9458
mz1414,56826.13766,51077.99753,49252.48945,46080.45797,51245.29526,54031.10146,64976.7905,79269.56416,62483.19727,8096.484258,128862.1595,43624.21266,48893.68393,58375.35844,21452.6335,65391.17755,110174.1683,133032.1241,48889.46521,1945.791549,72552.61981,7619.406211,80206.4177,33972.87375,54916.55851,22853.38187,10541.92447,16939.51068,17300.77919,2864.29271,9642.298477,71294.22586,61235.66439,26188.9446,5081.44605,92648.66295,19778.85084,18285.505,55190.09763,34881.12857,82061.37492,26490.76699,75285.87917,69011.7,24168.44391,101485.3026,4085.232782,9665.014526,76095.56624,142622.1436,56051.59255,4633.316358,18462.25523,59060.94651,72801.65414,64632.60074,91050.67443,84035.23564,36061.9142,5773.569541,91996.78902,13822.24009,60472.48566,55017.74508,118241.6133,65095.42313,99261.12174,92011.93951,89661.74773,82117.95446,114063.2585,174981.4338,114751.1236,74215.86396,122173.9444,81360.70922,93886.69036,97930.6429,65136.59795,101432.117,129024.8419,100529.3569,26838.33844,107496.6955,49636.16671,74549.45954,121769.7622,85618.56265,68720.54165,55527.48019,100764.3076,64538.15273,67516.46859,84581.67761,111644.4764,99185.28041,46484.22211,99763.68998,87198.94925,71177.71862,73058.81829,131985.1725
mz1415,95066.83435,78376.44831,84720.89466,193051.0944,79001.58244,66475.63225,64392.71218,78438.21197,62945.04512,139485.0969,76104.94154,182776.4162,89344.01081,82950.34112,54159.11306,70799.30459,179835.7413,83452.2039,78833.65597,101067.099,78870.16998,87494.84547,70852.25633,153928.5223,165117.3365,103017.9714,91081.45573,64334.55995,102970.6929,140358.7185,96586.69148,82816.20918,47349.09198,56022.84454,116503.6372,73791.89512,112782.3208,99021.52525,73524.30711,105775.9971,74751.28647,86897.28594,95127.08371,160146.1594,98596.35868,65770.16682,135947.9853,105261.3434,188515.1195,64757.43848,63822.0769,63344.12375,53943.34156,48530.33186,50789.23307,150793.6733,59183.60592,77871.80197,75469.09351,95674.1923,158817.0726,74825.2029,65051.1398,48333.15015,72060.26398,123542.7337,160855.5713,127628.8697,57792.85031,68404.04744,63874.43433,75398.85837,60701.25176,178683.5822,206068.0287,49275.93437,70359.72693,223195.3197,173323.4946,207181.0596,70683.23593,72943.31341,48900.19078,68170.41605,164563.1248,174886.3633,62720.86965,59618.59145,89303.93242,50420.40657,73719.10647,67871.12527,178062.6064,213226.4774,58809.67054,56915.63765,63398.24452,62704.06597,177027.7674,148165.8652,56006.90491,160472.7851
mz1416,6848.706836,6610.580882,3062.576371,8308.42023,6783.79895,7193.176818,7753.96484,6421.874533,7077.73539,11168.58039,6527.247212,6725.25401,7238.326331,6734.902832,8318.106962,7023.277773,7667.203114,6737.903999,6110.31257,8034.79541,7437.601794,8951.658768,6538.725147,8234.774777,7819.674414,11046.6198,3781.36914,8608.026585,11231.22116,7629.971519,8415.24062,7271.249585,7547.284502,7048.558534,9666.263816,7326.781629,9844.655646,10593.66205,5905.49293,8193.838692,4836.56077,9027.007749,6638.401998,6321.956408,6828.256982,7140.883012,9220.466263,5578.325859,5694.608248,5093.29155,6093.566907,8228.835877,5355.801684,5717.888566,3110.781094,3170.387454,7226.99193,5850.738015,7910.619201,8958.047838,5126.975092,8122.544224,8142.214013,4509.266752,5403.668635,3657.972778,3630.249141,4884.121187,6591.979997,5814.585793,6298.745777,4846.771441,4874.455042,4845.673682,5035.484011,4097.542094,5310.689745,3580.873796,5176.249749,3728.001893,3512.672181,4920.366857,2304.941602,3522.395795,4753.484885,5439.701486,4153.496767,5888.633508,4205.970369,3732.143503,5901.432878,3748.133974,4071.969817,4839.368761,6289.997864,5277.843453,5267.657364,4256.225133,4117.149751,3250.181617,6035.54026,4766.289016
mz1417,9742.755457,13486.03635,2869.109004,15331.58338,8283.696384,6032.801484,8268.33336,14673.43325,12752.38441,2839.226486,7450.017385,6382.487844,4528.013291,12449.1356,4375.343066,17187.80133,4076.629581,21131.59066,7177.404527,5595.041255,4249.328428,5520.731859,17573.95262,3069.284791,3956.538391,2852.991607,4032.449022,15501.59186,3390.397835,2781.41237,10411.63193,3099.985254,2533.270461,6366.123604,2151.570274,5509.999453,6248.97078,3738.041865,10598.79352,6570.879705,14154.91085,7433.529383,10190.44342,7887.211145,4535.38813,8208.287276,2670.262489,5077.972565,9044.845905,13844.49762,4313.793281,22394.46154,13462.90301,10556.17764,23871.05535,5547.557462,10037.93518,7910.570156,407.1019582,23634.96371,11941.81541,9924.08705,10717.55015,3369.245497,4405.678213,23454.90772,16178.83498,10637.52362,16467.07958,15133.48552,36041.70108,10411.07035,8576.524453,12189.52063,5559.216498,3506.639681,2623.982206,4423.004941,6137.701451,9264.380783,3524.114382,8268.180604,17306.51344,1200.091038,4564.25587,10633.22484,2127.563993,6807.885956,3999.898945,12364.4063,9010.682558,13809.05818,14365.41215,2125.418512,849.7255044,10656.60193,12555.35036,2703.152832,9451.971345,8006.230992,10260.1736,6846.113779
mz1418,9591.590054,7296.143462,10100.18115,7106.827663,13554.68733,12865.94307,10765.80294,10916.11622,7078.049297,2704.183184,9754.998808,9726.559343,6126.968736,12337.4536,24414.16467,7292.320726,20726.8789,11169.50262,2350.850771,6947.653701,6916.949816,10365.58009,8376.839201,20324.23081,8656.478996,6767.972165,7220.698108,9470.047775,14034.68873,9273.165497,11683.37853,10684.95123,5161.952504,8092.787838,20069.18922,3114.751041,8744.85501,12704.83455,7911.951738,13628.98385,3724.373086,4777.512001,6911.15873,9931.528513,4365.337442,10858.53902,6893.12878,12782.71092,11055.6538,9931.959185,10879.54852,9970.940963,11011.02517,8817.364981,9805.669244,12285.20644,8877.251836,6941.199492,5524.773984,5720.071759,13667.99384,9822.39968,11953.32572,9239.471848,9263.281506,5040.142441,9555.925823,9548.445009,5981.162695,9754.687193,11495.79802,11491.04906,11087.79334,7594.969628,6852.787262,6262.348186,2588.078584,10472.96277,6690.418987,12243.96952,13418.94976,12504.63185,9123.874315,9674.732974,11228.03438,5762.442606,2573.881955,4255.321324,2428.412998,3269.303654,11178.32852,10445.85924,6113.946801,6077.625762,10482.81883,8847.024989,6450.734975,4332.774406,10241.18231,5068.547974,6388.923241,9171.076861
mz1419,14798.872,16935.12033,17351.26934,18008.82959,17383.07848,16929.66557,19659.01519,1777.562186,2533.008879,19229.91539,346.9672449,14746.18184,12067.55113,4972.211073,60621.29296,259.0782179,18496.35169,184.0118393,2806.558411,7704.103898,16744.95978,8538.570168,419.9741884,3530.857927,7543.698645,6745.152291,31442.52008,4795.835676,11632.88016,12771.67037,9419.537988,377.6165301,13668.01576,41467.98607,13531.87014,316.8765217,14684.64042,25175.70668,2889.831479,17212.34754,7446.701367,15152.38693,3087.083856,0,6903.067866,0,11477.22459,0,14505.25519,380.1407067,18513.98776,4467.492715,1777.529877,166.0748276,868.296334,0,0,1786.209885,35930.73032,4601.286427,5170.901295,8897.418833,2617.36806,0,0,17327.50414,4356.63194,0,7990.68083,3426.953783,0,21574.61262,25820.57493,14040.54926,2573.046669,3056.194402,13917.25997,19145.66907,18790.8654,9373.461473,25140.14326,19396.76714,3474.594082,15451.40623,15243.85313,12655.23234,10161.95484,3483.463711,3351.420938,6929.296283,3554.832263,23081.08242,10464.55277,32743.44718,17205.1132,45264.56592,9615.886791,19510.29374,41112.96687,28152.39168,7132.523068,4665.000969
mz1420,9067.070098,9398.45565,10163.8834,7477.872305,9968.409727,11063.90079,9798.222305,15743.42484,11833.18219,5348.919221,23690.83505,9848.089219,9812.374336,8017.38924,7065.485268,13225.32186,13355.62072,16440.52351,12613.95653,13455.04893,8543.144473,3579.931934,10118.1177,11189.76398,9130.261785,4007.370908,11145.35929,5604.977461,5066.230643,1495.755718,5908.125469,20844.7125,13296.14457,10915.06748,1422.45221,18333.71355,3110.398372,4773.606563,10043.75617,6072.362661,9936.786667,6164.910176,13331.06355,10780.71785,8681.506423,9584.680652,1276.606799,3301.530752,9893.739607,16099.95233,10626.89186,2023.820447,17097.7329,6065.182915,9217.842577,13001.99625,14037.59747,15493.48872,9441.23676,20600.11972,10674.78248,4770.936014,9131.395106,14140.40227,13929.0844,22868.66972,21142.89149,15367.76889,9773.15542,13965.63003,16440.96342,16460.89353,12366.0045,12038.28363,21024.72375,11957.56686,15138.63737,8665.252412,9936.035994,12025.66025,15677.52398,12943.41969,5004.050591,14354.91586,8960.15788,9387.007148,17307.13945,14808.5802,19204.08752,9156.412031,17264.3443,11703.92684,12184.69864,23344.66911,14959.61447,19365.60638,17805.09683,14980.99935,9061.265681,13011.39268,11089.19231,21265.80774
mz1421,10351.24201,6894.249316,9290.891697,6836.760051,8484.193614,9570.539992,9444.132581,7980.369492,9370.80329,2092.109473,10676.11969,10957.80499,8580.541375,8074.753051,5646.512051,15612.92212,8345.104277,7410.016015,10599.64105,2810.108395,7834.728066,5248.396095,9992.101169,8792.120867,7182.488174,6316.704154,6521.176173,6571.556094,4172.06428,3557.62385,9074.963975,11412.29805,10201.65972,7296.83465,4020.375352,13568.87122,9717.968054,27496.48012,16728.15738,10674.92314,7137.50241,3590.63577,4220.58064,6628.562703,3785.511523,3784.487658,1167.442787,2866.372008,4694.949688,8317.437245,3821.13009,2248.329211,14290.17671,3926.292037,5961.48208,10774.01432,4275.77792,5419.648011,3334.253994,6801.378517,4816.006578,7822.507716,4937.005693,4332.263445,4506.877336,4393.367627,9886.28592,14571.85881,11703.06949,11766.26543,6546.128004,9176.806616,9839.757843,7976.030458,4910.70268,5495.935264,5868.597363,33307.05709,5020.784627,5324.861836,4048.290264,5949.097328,5797.087049,5479.753718,0,4993.741699,10598.0468,8789.047285,5156.808844,4474.518068,6110.961517,5042.068476,6751.005411,4230.855398,7446.124102,6815.866051,11340.61406,14104.70771,7600.820077,5123.330467,11052.59113,10464.01292
mz1422,3800.909707,3859.765914,4275.219278,0,3556.475083,3981.781348,3304.590245,2089.275411,2279.284649,12564.97441,1661.155692,8665.208683,7551.13726,3996.424425,6488.411613,0,0,3069.98097,2852.04472,9180.650668,3434.948921,7190.54683,2559.917517,5494.903242,4718.29758,6072.822539,6939.654685,7325.411996,7519.023914,7836.179473,4344.849961,2767.210476,4777.699714,6079.121074,10461.6661,1406.49257,2613.212203,4996.882969,0,7145.93373,5206.138721,9044.470605,4605.266492,4287.762329,7765.882676,3975.155545,11878.20672,0,4420.844777,3111.799711,3318.804801,9949.634232,3759.926559,1812.440603,2613.685867,3910.059229,3961.743742,3257.17484,4022.608603,8437.828535,3627.090232,5729.076714,4715.579237,1834.013988,2314.988709,4624.247754,2177.317154,2862.992635,3380.571952,2456.686515,0,1168.609257,2728.4371,2621.181745,1132.813734,1710.497505,2456.351737,2436.01847,2499.88145,0,706.7487314,1826.357171,2090.256513,2110.585099,982.1736678,1691.561707,1791.536374,675.974003,1037.59626,1324.115173,1310.274221,0,2396.196038,1739.93017,1236.295317,2119.749891,1675.124557,2902.99356,1818.022036,1471.937067,0,463.9911543
mz1423,25508.85182,21778.9576,17812.27437,6887.421378,12295.77539,829.7873185,15117.6709,5806.503164,13159.40799,29175.60479,49645.90855,15899.39745,15344.14641,11340.35973,12750.60036,21637.7571,12762.49906,26862.39441,11148.134,16763.33029,26371.97507,10170.89402,12941.01233,4979.293008,5267.670706,39513.62109,9785.988681,10127.24193,30543.16494,15951.64066,8777.959793,10570.47086,9648.481053,13437.63209,16324.33421,98137.89408,164203.5837,76359.46198,21718.0949,32816.3469,16515.24549,10411.24293,24643.53027,6188.780518,14595.93364,2812.080578,7928.255036,9158.986406,16297.70697,18227.46792,7845.456768,3890.419084,12670.87878,4887.796541,10262.07423,4700.09814,3194.293251,20169.40885,5481.776784,14804.82612,6260.463633,13076.07632,13029.06581,2895.743964,3568.687819,15258.11549,7743.659585,4785.36244,7274.721182,14647.36402,11532.6497,20957.37334,36434.59008,7746.525794,63959.92435,12324.75167,10759.04742,7022.371055,8397.254108,16881.06913,26628.41851,16072.10309,9532.497866,13865.67674,6468.893297,12936.39618,10411.14422,9067.784167,6799.697578,3908.534827,32467.87631,11768.33341,15220.22535,12352.57261,8835.737376,14898.89617,34210.79367,11505.89611,16601.14385,39692.07606,13909.12941,15571.42533
mz1424,20369.07547,17992.09236,18987.31712,18959.40972,19445.92953,23276.87547,22720.0979,30053.65385,33493.73482,4282.462331,58426.18014,14944.30825,21257.30251,21843.94078,7940.714297,32101.19718,32140.76845,55018.78913,40531.18751,1251.620694,32220.55467,3010.513611,27047.3272,17737.76193,18814.25124,6026.409456,17744.51699,3555.579236,7700.113802,488.7176689,7627.926384,31803.83053,23446.21434,20233.84104,1899.397532,23492.77559,2319.292109,5106.85442,17296.80047,9125.447865,27235.52127,9565.019435,25109.28237,17455.8555,9125.798713,23608.45746,1645.337334,2345.010022,20725.04804,53534.73103,24019.93305,756.3791692,53287.43485,13428.80024,4390.886602,22160.90986,37773.95882,45283.44202,18694.83832,802.282513,41930.45332,3323.434435,19737.22863,31345.99221,52447.40411,53477.83276,39017.02831,30605.73568,29398.86686,44842.63763,35178.46499,41422.36158,44478.0177,34992.28125,45286.93876,32473.87301,42254.95186,34603.34684,30115.31396,32899.51304,45609.1789,41903.7079,10459.29078,48415.19063,15838.5477,21029.86583,46674.97938,33571.76496,26619.75516,27109.534,59896.54049,23379.5768,31754.80565,51593.61439,36241.48731,46088.70941,39429.82184,28699.31953,20926.62721,37530.2726,26165.09168,45609.64747
mz1425,27468.52453,29502.83229,27894.97828,29660.70609,24241.57969,25728.9895,27416.67671,40144.11024,37159.74727,1724.707407,28545.81141,16946.09063,19896.75637,37955.87952,13870.94874,31742.08172,21259.29639,37337.3011,54263.81391,5675.684123,21084.31617,19263.33141,58937.11879,34885.41595,32078.42171,10898.01874,20487.16958,19707.08432,8004.16383,3827.80394,28572.53425,46779.03563,33873.38829,26136.42227,4601.789322,41752.45219,13459.03617,25513.26396,23294.34646,12004.45662,26582.21906,24966.48441,39492.38628,28277.69883,25266.96674,42645.7449,10346.20614,9049.487856,21082.52566,67911.49587,60273.28936,20136.27094,73678.24552,47207.79754,82102.80445,72090.23203,33617.9031,40819.86586,36664.03266,10353.09188,38019.13969,12745.28449,64246.1325,76386.40321,32419.19711,79054.69833,49385.64023,51540.5107,75232.6408,38640.8023,54541.55217,41634.10318,62185.17748,28507.32479,24699.85734,28163.56922,31051.86393,32256.37811,25405.18828,50579.93672,8031.428833,26984.94247,34474.34391,43384.07128,34067.1838,44846.73422,47708.20477,17366.92898,31108.63224,40360.12787,32449.1014,89222.97779,43701.31338,57320.43792,20467.61555,26136.9525,32822.74266,30419.74238,37973.61043,16963.17504,21186.79148,26320.83703
mz1426,3737547.58,1506352.211,3469789.271,1367391.345,3145653.035,1276173.983,1279510.703,1429597.829,1268329.546,2386004.968,1578069.879,3705550.755,2749477.304,1476301.665,4258142.699,3168386.721,3856986.689,1901192.188,1384975.324,1585050.821,1540738.14,1648137.63,2884940.606,4393289.776,3125979.582,2064137.012,1811108.758,2723695.424,1945634.485,1824370.606,3406600.259,1727242.836,3772263.735,3437286.178,4424185.514,1479247.803,1862451.674,1727071.669,3216920.626,1650844.977,1179738.529,1359009.977,1611508.482,3178324.7,3663610.336,3232021.184,1733261.718,1768359.077,3587190.552,1143542.31,1149967.807,2001646.071,977787.3822,1927243.929,947883.9572,2790282.15,1127581.404,2428711.918,3028664.565,2747324.128,3018721.571,2885423.43,1105445.496,1969367.072,1034158.788,2525694.61,1087248.743,2117708.849,2702146.156,1076148.378,1171352.101,2450973.438,2779525.77,2714895.113,1567170.237,2833961.008,1186015.405,3477730.698,3139063.085,1321750.032,3237155.141,2395766.422,2399453.552,2817125.409,968990.341,2382448.708,2766930.148,1837865.751,1454462.158,2019193.433,1577618.947,2814996.152,2781433.898,3454930.423,2656952.797,2814688.275,2940447.684,986782.1342,1141645.34,2619701.074,1294799.179,1146812.359
mz1427,18439.75207,16656.40172,13665.42679,13888.68152,14421.22887,17865.42293,6729.647132,23867.62922,19559.12499,2863.335975,27495.1909,27297.63191,16995.17496,20869.75424,6405.284648,10875.67172,7554.542285,21856.78573,13556.95433,6264.901485,10080.9107,5059.316346,10722.65648,6668.835521,8743.023602,4579.734668,5115.816855,6378.222769,2312.528072,6480.422795,7490.334023,12080.90644,11088.44951,22862.60426,3837.964877,52008.68968,18753.73037,17628.93112,29501.73941,13126.85895,5094.995793,5641.992773,13001.4808,17557.5959,10155.55692,20486.06156,3259.701425,1606.295913,15525.19265,5150.217012,10733.14523,3256.452109,29282.38016,14782.99758,10752.84503,14071.61576,4250.181926,6437.856328,5892.251343,2376.754406,3972.939891,10125.66799,11387.80016,15076.7032,5723.966907,11287.28254,54721.50781,25599.6142,19581.20788,18596.08371,14640.28242,37463.13023,20382.63844,10689.94617,16137.74337,10694.48741,19835.46738,28782.3627,11061.48251,24154.73397,4629.619626,23455.4932,8714.571245,25242.45053,12112.23059,18396.41344,12622.48288,8404.591069,23768.70281,13729.07578,16414.49145,4345.372868,9674.780471,17876.50547,7790.218229,9560.351068,14153.60263,25571.67117,16664.17397,12926.31609,15367.98493,8823.661752
mz1428,6543.216228,13471.96471,12448.04221,10112.6475,14575.73336,9448.595578,13774.26886,7469.917098,13683.48397,6261.338048,3921.601906,90116.85565,11577.34367,27434.92568,25712.16995,1638.361148,0,6756.948784,4408.063483,4784.654004,83385.59074,20840.40181,8970.740916,10825.73726,8783.527694,1695.187797,3546.528404,8997.666066,96017.87832,14903.44637,13057.05385,12281.94408,8557.421133,12130.24957,37590.76337,9139.823239,20067.47434,13780.22085,1211.686353,18549.58882,5073.289219,9602.628879,1596.45233,33632.58829,6812.357764,26773.03071,29899.74852,0,12797.03936,0,2744.44818,7154.316851,31700.33501,8859.336328,11683.35165,5874.663663,2885.251668,2035.971594,1940.808657,6533.898047,52816.94663,14587.00623,3573.593502,4503.165535,1647.914551,3113.839602,14312.08616,7217.058965,20519.85097,14930.31917,0,4065.086845,1929.160159,8514.594595,4454.820114,132810.7755,11044.38933,27166.87078,9576.387469,5074.195112,10105.65218,12813.4274,17617.84939,51777.79288,14253.30072,9842.393406,6953.156821,2331.60709,6582.364909,11137.79628,92650.94408,14479.04029,11261.18551,8943.538403,7106.676792,8854.326651,45386.46166,12387.65997,28748.08172,8160.225765,1988.120929,7838.59982
mz1429,44035.82068,40338.26985,85525.58813,44169.22116,75311.42653,42811.0984,45679.09041,51302.43448,79235.55499,12627.42928,48917.08652,29046.26579,38398.03756,66729.68288,34123.87453,43273.38666,40161.56272,58368.45943,135622.4508,7101.917812,32781.81363,29683.1568,58408.00437,31191.58813,60847.24594,21180.3368,31777.92034,22237.5191,9615.594932,26229.72351,23183.84755,78222.60611,40397.83885,66988.89321,16835.56125,80564.55803,16110.68743,26902.63324,33651.87122,20946.70718,65714.74605,42134.90693,51024.33176,108977.6014,66002.45707,56852.2636,17415.00023,9998.490168,30525.91226,58738.559,137316.1554,15873.5266,45843.28039,89701.06572,69051.45287,71278.90575,105660.2918,52782.64016,53123.46557,21508.53907,25322.18508,37298.77783,42973.07968,83796.15494,119586.715,56896.40108,83435.70381,134471.2285,46949.94674,94197.88676,83659.61721,20409.18251,44737.55707,30353.64069,57366.60298,33270.30082,36938.16582,38775.3627,47464.32297,23654.96752,33430.06416,36888.7301,31838.15667,30718.13893,74745.09186,33095.81559,61473.29562,35939.32929,78029.24334,22929.33998,49457.2815,65402.41763,42966.58827,48254.80731,63465.38962,14032.36078,56250.7721,105231.5487,29965.14141,76941.67416,35637.03695,57426.25903
mz1430,12491.96309,18184.52545,15894.82939,13463.00413,9641.559785,8903.859127,11112.90362,12802.8123,17178.30663,4716.138385,19262.02492,9089.70904,4916.470295,13675.4556,11108.04913,7019.697569,4886.223721,18758.5307,42136.70093,8128.120925,5351.127154,10306.87423,9502.393066,4534.504526,11726.58011,4488.214453,9880.896038,23424.94572,2118.411518,3933.955299,6695.273927,16289.28636,7565.657049,17552.06462,3810.470889,14253.10224,7182.455055,9996.774293,8265.869051,2413.703701,11427.12637,9080.50423,9961.769654,10649.11995,5902.429863,12860.89347,3587.168408,958.6561268,3567.333795,20212.58057,11981.38827,11593.71605,6010.86665,9910.135516,18301.75612,17395.26505,13598.64707,13805.76033,11225.13199,9146.876613,6431.158945,9793.988988,7045.641853,17999.10867,21291.08357,35139.53538,15403.25543,8720.964961,9216.503086,21964.36841,6654.392578,17094.81441,19086.47083,57642.01715,32842.36972,22412.09453,23773.67815,22876.52763,21869.64103,14268.80097,17355.44678,20887.63977,41203.82852,18756.16023,41905.31,31620.02613,22560.58481,20302.87259,30974.64626,36793.34403,9677.585134,27618.85662,20334.71411,22838.53357,26400.41574,13305.97934,23589.60652,18925.10475,21401.81089,31796.67877,12840.57853,18335.53071
mz1431,84287.74509,126083.3833,85315.76388,71448.12047,67436.74026,49684.25094,72754.44196,105224.7878,60599.58609,92836.48402,125634.3195,81829.74,34320.99112,123482.8709,40507.74163,107247.3308,61025.89253,78977.745,87335.99391,8472.246272,72906.11344,7304.379003,87994.71999,38801.14646,46143.62353,20910.20427,64591.88233,55260.18757,30382.29365,8676.116191,51220.2857,84984.64346,42286.36086,71390.15059,23816.88461,79253.48203,21565.05517,38793.18562,94081.9152,49158.85146,140829.8894,51267.36309,55265.36941,116866.4853,46528.42704,90635.45189,35478.47892,44001.79671,172692.3336,110471.0025,101710.8107,64022.52402,131677.7243,147173.9764,51042.645,86209.82174,126174.6512,86154.45469,84265.98774,50578.48746,161371.7286,44419.86047,80757.16359,141512.6951,130965.981,111378.2913,64790.45629,111757.2989,70807.07703,116356.6439,90892.69122,190891.9672,118983.7556,129362.9525,115539.4629,105846.8317,105233.8099,162306.4123,161910.7142,127374.8874,107716.5095,87997.79919,94072.01719,57561.63737,159968.3769,170939.5554,104537.1011,138999.3247,119591.4629,170591.0131,100527.4715,46337.65875,49176.12413,71420.81578,81568.23234,85806.08062,100777.6782,97115.72121,210310.1028,172490.373,184706.3452,51400.50609
mz1432,9404.540235,9440.763488,5477.727352,7040.521563,9219.43541,6234.758433,5446.729442,5033.472528,5670.010823,8554.903287,4364.805465,1065.808402,4887.853056,15614.96566,430.9416889,4706.26695,4045.160109,3093.527142,849.4580967,4436.280594,3697.332375,3180.817153,3951.444321,7965.655366,6631.499725,22008.82216,3813.692876,2718.928831,5619.997885,6637.597167,4930.311021,4787.489186,9878.280526,3784.089697,0,3725.078964,7101.791719,2201.467353,20283.07371,14114.92437,3229.628438,1895.719081,6948.690756,608.287786,2128.905641,20921.09584,218.2080832,7015.833572,7377.605974,2574.607378,324.0410577,1045.32616,5164.88819,476.9769935,768.0214308,2040.179098,3563.977057,6421.200243,1935.269294,2202.806102,3380.142059,2372.64348,5499.96284,1264.672831,1476.750251,5408.55014,2958.192578,1647.800556,12069.98145,1108.236636,3098.79462,19844.6107,8474.373642,4612.889008,7806.294943,2281.519221,5738.998934,5847.714727,618.5029295,15149.7855,9972.111488,8487.807725,3087.661105,8517.86147,1367.926239,7805.540279,6935.282437,4373.688965,2340.09399,4669.270233,6841.726361,5071.731458,8875.297308,13815.41748,6936.422958,11813.11823,5629.303641,12970.51239,3524.890957,602.3861625,25208.77778,6529.981402
mz1433,13035.359,9252.501028,10614.56189,9339.220137,9388.400772,9240.272568,6380.251033,8519.293219,7230.385371,11711.27998,7165.255727,8279.808496,7218.451784,25191.69206,4698.499013,8701.990769,8245.322356,8673.091552,9452.169587,11431.77555,9000.672124,8896.435431,8125.456017,7333.710655,7602.811065,37671.85072,9122.85512,7354.408212,10583.97136,13233.6204,7960.341733,9089.030551,9799.758347,7723.311578,9205.163873,9840.078621,9268.140869,7200.850898,8961.57523,10829.22892,9394.886374,24296.74588,10097.75828,8620.632618,8169.606563,5966.078307,11975.88,11035.29521,8145.61885,29510.28913,9020.388842,12343.53809,7991.729295,9274.691201,30653.63152,7815.820567,3713.198437,10428.32786,9286.73833,3697.15429,9190.860677,21383.1002,8895.245723,8995.806621,7603.603831,9107.625079,9896.734346,8266.488604,38601.98082,13364.70495,8246.78154,11291.4549,9073.29296,10191.62051,8530.438799,6076.049598,9096.840123,13356.31692,8227.753338,9817.66392,10877.59315,7695.929167,12476.73153,11019.68103,10037.95657,11560.39957,10256.03367,5512.963676,10386.08727,5186.794077,7902.0799,7410.647715,7071.857678,10691.71079,7847.483145,5322.481523,7322.279648,21666.9117,9575.219269,10100.31577,7963.004033,8079.712853
